#	Schneider.Xr.A	Schneider.Xr.R	Schneider.Xr.N	Schneider.Xr.D	Schneider.Xr.C	Schneider.Xr.Q	Schneider.Xr.E	Schneider.Xr.G	Schneider.Xr.H	Schneider.Xr.I	Schneider.Xr.L	Schneider.Xr.K	Schneider.Xr.M	Schneider.Xr.F	Schneider.Xr.P	Schneider.Xr.S	Schneider.Xr.T	Schneider.Xr.W	Schneider.Xr.Y	Schneider.Xr.V	Grantham.Xr.A	Grantham.Xr.R	Grantham.Xr.N	Grantham.Xr.D	Grantham.Xr.C	Grantham.Xr.Q	Grantham.Xr.E	Grantham.Xr.G	Grantham.Xr.H	Grantham.Xr.I	Grantham.Xr.L	Grantham.Xr.K	Grantham.Xr.M	Grantham.Xr.F	Grantham.Xr.P	Grantham.Xr.S	Grantham.Xr.T	Grantham.Xr.W	Grantham.Xr.Y	Grantham.Xr.V	Schneider.Xd.1	Schneider.Xd.2	Schneider.Xd.3	Schneider.Xd.4	Grantham.Xd.1	Grantham.Xd.2	Grantham.Xd.3	Grantham.Xd.4
1|1	0.25808363762899694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25808363762899694	0.25808363762899694	0.5161672752579939	1.8065854634029785	0.0	0.7742509128869909	0.0	0.25808363762899694	0.0	0.25808363762899694	0.0	0.0	2.0577105500877612e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0577105500877612e-05	2.0577105500877612e-05	4.1154211001755225e-05	0.00014403973850614328	0.0	6.173131650263284e-05	0.0	2.0577105500877612e-05	0.0	2.0577105500877612e-05	0.0	0.0	0.22859234293204023	0.2108800628815621	0.11902169577518891	0.1834222607822118	0.2621440932389804	0.27362200268736997	0.2017935005154565	0.2624198264526922
3|1	0.27205740062919803	0.0	0.27205740062919803	0.0	1.632344403775188	0.0	0.27205740062919803	0.5441148012583961	0.0	0.5441148012583961	0.816172201887594	0.816172201887594	0.0	0.0	0.5441148012583961	0.816172201887594	0.5441148012583961	0.0	0.5441148012583961	0.816172201887594	5.188756587126487e-06	0.0	5.188756587126487e-06	0.0	3.113253952275892e-05	0.0	5.188756587126487e-06	1.0377513174252974e-05	0.0	1.0377513174252974e-05	1.556626976137946e-05	1.556626976137946e-05	0.0	0.0	1.0377513174252974e-05	1.556626976137946e-05	1.0377513174252974e-05	0.0	1.0377513174252974e-05	1.556626976137946e-05	0.20301834627242865	0.1733738292587886	0.1968726784151753	0.1546777454244094	0.2574199219195909	0.2574422335729155	0.2512209144249508	0.23391174132595557
4|1	0.7339714309694181	0.36698571548470904	0.18349285774235452	0.0	0.0	0.18349285774235452	0.36698571548470904	0.5504785732270635	0.0	0.7339714309694181	0.36698571548470904	0.9174642887117725	0.0	0.0	0.18349285774235452	0.7339714309694181	0.18349285774235452	0.18349285774235452	0.0	0.0	3.586987128096691e-05	1.7934935640483454e-05	8.967467820241727e-06	0.0	0.0	8.967467820241727e-06	1.7934935640483454e-05	2.6902403460725177e-05	0.0	3.586987128096691e-05	1.7934935640483454e-05	4.483733910120863e-05	0.0	0.0	8.967467820241727e-06	3.586987128096691e-05	8.967467820241727e-06	8.967467820241727e-06	0.0	0.0	0.20360862925807563	0.226673975064862	0.19770430617735682	0.1885202317573511	0.24970362518854097	0.2650846259938196	0.26448201215629935	0.22072076919351974
7|1	0.43284551211272715	2.3806503166199993	0.21642275605636357	0.6492682681690908	0.0	0.21642275605636357	0.21642275605636357	0.43284551211272715	0.21642275605636357	0.6492682681690908	0.21642275605636357	0.0	0.21642275605636357	0.0	0.0	0.21642275605636357	0.0	0.0	0.0	0.21642275605636357	2.4414837384975594e-05	0.00013428160561736578	1.2207418692487797e-05	3.6622256077463395e-05	0.0	1.2207418692487797e-05	1.2207418692487797e-05	2.4414837384975594e-05	1.2207418692487797e-05	3.6622256077463395e-05	1.2207418692487797e-05	0.0	1.2207418692487797e-05	0.0	0.0	1.2207418692487797e-05	0.0	0.0	0.0	1.2207418692487797e-05	0.1981803304524435	0.26272482482850346	0.18337034811730163	0.13930174054538796	0.2822379616540564	0.3055297165193231	0.24221593947073514	0.17000417493719283
8|1	0.8729363838444442	0.0	0.0	0.0	0.0	0.0	0.0	0.4364681919222221	0.4364681919222221	0.0	2.1823409596111105	0.4364681919222221	0.0	0.8729363838444442	0.0	0.4364681919222221	0.0	0.0	0.0	0.0	5.05828407829212e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.52914203914606e-05	2.52914203914606e-05	0.0	0.00012645710195730302	2.52914203914606e-05	0.0	5.05828407829212e-05	0.0	2.52914203914606e-05	0.0	0.0	0.0	0.0	0.1648886480166427	0.19645730116789722	0.14049810710292188	0.06168775179031613	0.26949272998120843	0.3807193385787739	0.2363634984104342	0.11339914160919189
9|1	0.597737992071364	0.448303494053523	0.149434498017841	0.149434498017841	0.0	0.0	0.298868996035682	0.7471724900892049	0.0	0.896606988107046	0.149434498017841	1.046041486124887	0.149434498017841	0.149434498017841	0.149434498017841	0.149434498017841	0.0	0.149434498017841	0.0	0.298868996035682	3.113232952325507e-05	2.3349247142441304e-05	7.783082380813768e-06	7.783082380813768e-06	0.0	0.0	1.5566164761627535e-05	3.891541190406884e-05	0.0	4.669849428488261e-05	7.783082380813768e-06	5.448157666569638e-05	7.783082380813768e-06	7.783082380813768e-06	7.783082380813768e-06	7.783082380813768e-06	0.0	7.783082380813768e-06	0.0	1.5566164761627535e-05	0.24905206226182386	0.2639685989105149	0.17627767093543242	0.16126716987438774	0.279246877816503	0.2785331691621823	0.23333914470151101	0.20887302523742293
11|1	1.0976117066874187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.463482275583225	1.463482275583225	0.0	0.7317411377916125	0.0	0.0	0.0	0.0	0.0	0.0	9.454119159717889e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012605492212957185	0.00012605492212957185	0.0	6.302746106478592e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.1972079685146424	0.24965990501268293	0.14013029382699518	0.047131263749873316	0.31102476348945235	0.35481309206421235	0.2305355443366675	0.10359508637913539
12|1	0.37267198333768653	0.496895977783582	0.1242239944458955	0.1242239944458955	0.1242239944458955	0.7453439666753731	0.6211199722294776	0.248447988891791	0.37267198333768653	0.248447988891791	0.993791955567164	0.248447988891791	0.1242239944458955	0.1242239944458955	0.248447988891791	0.248447988891791	0.1242239944458955	0.0	0.0	0.1242239944458955	1.7721080820533295e-05	2.362810776071106e-05	5.907026940177765e-06	5.907026940177765e-06	5.907026940177765e-06	3.544216164106659e-05	2.9535134700888828e-05	1.181405388035553e-05	1.7721080820533295e-05	1.181405388035553e-05	4.725621552142212e-05	1.181405388035553e-05	5.907026940177765e-06	5.907026940177765e-06	1.181405388035553e-05	1.181405388035553e-05	5.907026940177765e-06	0.0	0.0	5.907026940177765e-06	0.2068939198888901	0.24389163911150727	0.1954149768373183	0.22957546971638887	0.2550872792765546	0.2813085718640037	0.22117562831568804	0.24242261351681346
14|1	0.29717952264291025	0.0	0.0	0.0	0.0	0.0	0.29717952264291025	0.5943590452858205	0.8915385679287308	0.5943590452858205	1.188718090571641	0.29717952264291025	0.0	0.0	0.5943590452858205	0.5943590452858205	0.0	0.0	0.0	2.080256658500372	1.5558027553266796e-05	0.0	0.0	0.0	0.0	0.0	1.5558027553266796e-05	3.111605510653359e-05	4.667408265980039e-05	3.111605510653359e-05	6.223211021306718e-05	1.5558027553266796e-05	0.0	0.0	3.111605510653359e-05	3.111605510653359e-05	0.0	0.0	0.0	0.00010890619287286758	0.17780506414114794	0.22962737788937995	0.16438339677026487	0.13100463855629713	0.27403909732324133	0.3800390506491587	0.1965290040528662	0.14937728994718052
15|1	0.0	0.2517444759332029	0.2517444759332029	0.2517444759332029	1.5104668555992176	0.0	0.2517444759332029	0.7552334277996088	0.0	0.7552334277996088	0.2517444759332029	0.5034889518664059	0.0	0.2517444759332029	0.5034889518664059	1.0069779037328117	0.0	0.0	0.2517444759332029	1.0069779037328117	0.0	5.0130087577263e-06	5.0130087577263e-06	5.0130087577263e-06	3.0078052546357797e-05	0.0	5.0130087577263e-06	1.5039026273178899e-05	0.0	1.5039026273178899e-05	5.0130087577263e-06	1.00260175154526e-05	0.0	5.0130087577263e-06	1.00260175154526e-05	2.00520350309052e-05	0.0	0.0	5.0130087577263e-06	2.00520350309052e-05	0.17588283892648301	0.19107899142502927	0.21100567437083645	0.17028801934444834	0.24274943478326258	0.2611927953038134	0.2539835874093272	0.24206916949483914
