ID__NMBroto0	CIDH920105.lag1__NMBroto1	CIDH920105.lag2__NMBroto2	CIDH920105.lag3__NMBroto3	CIDH920105.lag4__NMBroto4	BHAR880101.lag1__NMBroto5	BHAR880101.lag2__NMBroto6	BHAR880101.lag3__NMBroto7	BHAR880101.lag4__NMBroto8	CHAM820101.lag1__NMBroto9	CHAM820101.lag2__NMBroto10	CHAM820101.lag3__NMBroto11	CHAM820101.lag4__NMBroto12	CHAM820102.lag1__NMBroto13	CHAM820102.lag2__NMBroto14	CHAM820102.lag3__NMBroto15	CHAM820102.lag4__NMBroto16	CHOC760101.lag1__NMBroto17	CHOC760101.lag2__NMBroto18	CHOC760101.lag3__NMBroto19	CHOC760101.lag4__NMBroto20	BIGC670101.lag1__NMBroto21	BIGC670101.lag2__NMBroto22	BIGC670101.lag3__NMBroto23	BIGC670101.lag4__NMBroto24	CHAM810101.lag1__NMBroto25	CHAM810101.lag2__NMBroto26	CHAM810101.lag3__NMBroto27	CHAM810101.lag4__NMBroto28	DAYM780201.lag1__NMBroto29	DAYM780201.lag2__NMBroto30	DAYM780201.lag3__NMBroto31	DAYM780201.lag4__NMBroto32	Schneider.Xr.A__QSOrder1	Schneider.Xr.R__QSOrder2	Schneider.Xr.N__QSOrder3	Schneider.Xr.D__QSOrder4	Schneider.Xr.C__QSOrder5	Schneider.Xr.Q__QSOrder6	Schneider.Xr.E__QSOrder7	Schneider.Xr.G__QSOrder8	Schneider.Xr.H__QSOrder9	Schneider.Xr.I__QSOrder10	Schneider.Xr.L__QSOrder11	Schneider.Xr.K__QSOrder12	Schneider.Xr.M__QSOrder13	Schneider.Xr.F__QSOrder14	Schneider.Xr.P__QSOrder15	Schneider.Xr.S__QSOrder16	Schneider.Xr.T__QSOrder17	Schneider.Xr.W__QSOrder18	Schneider.Xr.Y__QSOrder19	Schneider.Xr.V__QSOrder20	Grantham.Xr.A__QSOrder21	Grantham.Xr.R__QSOrder22	Grantham.Xr.N__QSOrder23	Grantham.Xr.D__QSOrder24	Grantham.Xr.C__QSOrder25	Grantham.Xr.Q__QSOrder26	Grantham.Xr.E__QSOrder27	Grantham.Xr.G__QSOrder28	Grantham.Xr.H__QSOrder29	Grantham.Xr.I__QSOrder30	Grantham.Xr.L__QSOrder31	Grantham.Xr.K__QSOrder32	Grantham.Xr.M__QSOrder33	Grantham.Xr.F__QSOrder34	Grantham.Xr.P__QSOrder35	Grantham.Xr.S__QSOrder36	Grantham.Xr.T__QSOrder37	Grantham.Xr.W__QSOrder38	Grantham.Xr.Y__QSOrder39	Grantham.Xr.V__QSOrder40	Schneider.Xd.1__QSOrder41	Schneider.Xd.2__QSOrder42	Schneider.Xd.3__QSOrder43	Schneider.Xd.4__QSOrder44	Grantham.Xd.1__QSOrder45	Grantham.Xd.2__QSOrder46	Grantham.Xd.3__QSOrder47	Grantham.Xd.4__QSOrder48
1|1	0.299584780732452	0.462095361605242	0.5183548423245115	0.4015850214516632	0.5290815429322007	0.3434034509332309	0.6248315855617244	0.4625592832157781	0.3226104642859033	0.198154308640846	0.3837205458841329	0.358783717855112	0.418389647716877	0.5905910786753592	0.4074640681587804	0.5194224557729602	0.3518126275861069	0.2552354413965775	0.3453234666692087	0.5202125047434094	0.5116269079012558	0.4057545561972833	0.4523513289311032	0.4960232777465903	0.4309879171311703	0.4469654551797092	0.4020632611650783	0.4398822557432036	0.7202000196821337	0.3675652570386412	0.4111088466146054	0.4207411283513168	0.0458649022928714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1211585198996291	0.0813481845325881	0.1635698944301137	0.4169947662444873	0.0	0.406740922662941	0.0	0.1098334537250488	0.0	0.1216047155390532	0.0	0.0	0.0391808665842262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0331792108131355	0.0867129514359947	0.1246729783508342	0.2533103418473805	0.0	0.2445331774960927	0.0	0.0783617331684524	0.0	0.0587780903211588	0.0	0.0	0.6919913139679359	0.6164625510614372	0.4410921684612456	0.7366484531821571	0.2997817931337416	0.5948169988697827	0.4640673083552948	0.8091260174609577
3|1	0.4121642356086663	0.4162354936249974	0.3793305667976142	0.4359241807339871	0.5353609906003299	0.2422405123884039	0.6294857194621669	0.5472777387491102	0.2667229736679546	0.21018837808435	0.4083041182311026	0.3767818705455183	0.1999850018867265	0.6440380520699904	0.3434290126924151	0.5043730040251131	0.2828906004932122	0.2742889951188094	0.3891122275600245	0.5400831533111271	0.3582707245387887	0.3349489424970103	0.4613584360595885	0.4709674624118689	0.3258459381809403	0.3844900496168333	0.4250810387251937	0.4216276550899953	0.4966294346307142	0.313528331440116	0.3733975235245287	0.3802739448993571	0.0483482262283054	0.0	0.2033512240482357	0.0	0.3473409340911291	0.0	0.1122675152753655	0.0752083519106973	0.0	0.1715054532953755	0.2586394126454837	0.1883882846595502	0.0	0.0	0.1746192092390762	0.3473409340911292	0.1040903740794311	0.0	0.3984522491243764	0.2886437269317429	0.0098799114175488	0.0	0.0513741384070179	0.0	0.3856045212749397	0.0	0.0042080815921597	0.0501991444778196	0.0	0.0437313593919715	0.0471566132778231	0.0273750643776445	0.0	0.0	0.0179544814598814	0.059279468505293	0.0375769752039794	0.0	0.0614622054429609	0.0730630112222503	0.613445685604883	0.5068211362028553	0.7325963392102713	0.6212066159400692	0.2890988661274815	0.5596443825869402	0.5808920485765249	0.7212262817746651
4|1	0.3664431696358924	0.4965834510898339	0.3418171490112265	0.5484140801807194	0.6459695851409951	0.3946743465821649	0.6658582054677721	0.5842124131729	0.2668158390771766	0.181278879897911	0.3711786583521303	0.3513594000381076	0.4735646756861176	0.6413555846550831	0.4161756399303474	0.5593215356968276	0.2630766409443422	0.2241034045925796	0.3212193900336523	0.4945712247214512	0.3469533714951045	0.334915879820133	0.3763203148454307	0.4309339862790244	0.4244366256072283	0.4933889041789758	0.2219473317776369	0.3860018032093056	0.621489609473667	0.2896015694705934	0.4120707053133373	0.3281592648999757	0.1304365060739098	0.152962141716892	0.1371530314548333	0.0	0.0	0.1025637034906617	0.1514407412690642	0.0760879618764473	0.0	0.2313484262569912	0.1162952740643818	0.2117684517888165	0.0	0.0	0.0588871643371672	0.3123584971890912	0.0351025926130525	0.0864587812470446	0.0	0.0	0.0682998219060981	0.0575771217178416	0.0887873472616894	0.0	0.0	0.0463379551662672	0.0145452328044325	0.1301349962605807	0.0	0.151157431071596	0.0543322733786399	0.0788515850768021	0.0	0.0	0.0155149149913947	0.1365996438121962	0.0324712009771034	0.0256153924791693	0.0	0.0	0.6152586266417013	0.6626326596184783	0.7357102750010068	0.757122589839228	0.2716497456017037	0.5762579037195269	0.6122354706772621	0.68055420721295
7|1	0.4263901319021999	0.3981924922338484	0.5000517835023941	0.6148903205300039	0.7292629456947832	0.5387605069846901	0.7762811415316178	0.7135417323960846	0.3150477480180247	0.2644996274947734	0.3696878022470453	0.3992656682671117	0.5246655595340689	0.6655536856462618	0.475047179438948	0.5517116275658592	0.3192982583139088	0.3492303865680974	0.3469019238370441	0.5608518047277841	0.3690415986598595	0.4286598285290001	0.3994100141032542	0.4891668382840258	0.3994459759195721	0.4565401578131418	0.3591089441277992	0.3587063915542631	0.6014086784150259	0.3750965715516039	0.4370073365863059	0.4549686363079147	0.0769224167147573	0.9922712403893688	0.161766716340636	0.1634280137442301	0.0	0.1209699366716716	0.0893092597933424	0.0598285463337001	0.1016006324046069	0.204649916497608	0.0685828975552928	0.0	0.1475811012897021	0.0	0.0	0.0921037032054503	0.0	0.0	0.0	0.0765390817727845	0.0464882918647381	0.4310887145668106	0.1208662628453721	0.0074251624197057	0.0	0.0630798829064661	0.0099002165596079	0.1181018928823559	0.0196836488137259	0.1543280182232728	0.0369812762612115	0.0	0.0749291359345027	0.0	0.0	0.0464882918647381	0.0	0.0	0.0	0.0572976559314685	0.5985866474315007	0.7680195724899372	0.6820383955185049	0.5594545136491627	0.3452207315292677	0.66418002668156	0.5596082350706992	0.5241783857496167
8|1	0.4287462768386084	0.3286226012561614	0.4493077246262936	0.5732177015144408	0.6731348571182478	0.3145207426389713	0.6506426709343641	0.5628697304092837	0.2752301504595958	0.1066170241216897	0.2416427234625827	0.3574780522946628	0.4183226334428582	0.5500462798766765	0.4095380558814591	0.5498764691128165	0.2912860196995361	0.1710936224706805	0.1815129846463422	0.5005072037818304	0.3540156421539979	0.2139062217173556	0.2923613268454273	0.495562668488376	0.3586881331041063	0.3535973467365599	0.4113630256928167	0.4732920613837557	0.5061014613984158	0.3440647570541848	0.4330700441908209	0.5216512324196065	0.1551324304041024	0.0	0.0	0.0	0.0	0.0	0.0	0.0603292784904842	0.2049019480753869	0.0	0.691568988358826	0.100745276296493	0.0	0.4585838315217648	0.0	0.185749121487735	0.0	0.0	0.0	0.0	0.0963147871347729	0.0	0.0	0.0	0.0	0.0	0.0	0.1223421878596263	0.0407807292865421	0.0	0.3830904092404854	0.0444778532064287	0.0	0.200371278051378	0.0	0.0963147871347729	0.0	0.0	0.0	0.0	0.4963376266395	0.5743007062769416	0.5215081537508162	0.2477463026724843	0.3163995117991364	0.8276320331002679	0.5457756297925505	0.3496465837739496
9|1	0.2839862075447483	0.3786881605960619	0.4539656345499648	0.4980714469507805	0.5659204796323394	0.2931325431465392	0.7285740337140991	0.5446528112134696	0.2851397124816401	0.2417255453506966	0.4200091965334342	0.394475747451263	0.4469375659946626	0.6319914464168225	0.4157657044518338	0.5358301167713184	0.3012507661198861	0.3079809356959092	0.3417587663687649	0.5449289655410328	0.3720754257171609	0.419485389193423	0.4231728979021645	0.491666818900247	0.3562388774259202	0.4567715284931786	0.2644439999498581	0.3516983562235127	0.5075530187472324	0.2608571754245981	0.4753368552264498	0.387477454011283	0.1062260081846042	0.1868559447852679	0.1116958701240356	0.0376143181381561	0.0	0.0	0.12333161862228	0.1032752857350319	0.0	0.2826112937333507	0.0473547747729223	0.2414465486548563	0.1019010578647435	0.0785031371481529	0.0479570374056444	0.0635953025683964	0.0	0.0704110488759596	0.0	0.1056966418123224	0.0592790686452378	0.0749588664096298	0.07706068780663	0.00157801995271	0.0	0.0	0.0126241596216803	0.1882455220035737	0.0	0.1967897898412582	0.0235781475952623	0.0958120790325328	0.0477725596534429	0.0308307350810033	0.0134657702631256	0.0296395343226189	0.0	0.0222322191591514	0.0	0.0730625183875396	0.7548294198877463	0.7716554787632179	0.6554806706166567	0.6476706302191252	0.3384568933562022	0.6054932064656882	0.5386273833350476	0.6440237437465323
11|1	0.3974316448322305	0.3912233318749281	0.4511833884321835	0.5770807292379341	0.6180272792431043	0.3151031971853683	0.7090829483346923	0.6596031789434027	0.1820109122733394	0.1434522395498507	0.3711644744356873	0.3815380011297699	0.4181232425905705	0.5672582385250877	0.3947819978596534	0.542405265632768	0.1843535395945234	0.1809752407753553	0.3319418706719983	0.545981929160125	0.2839630112101874	0.3222016043316863	0.4259625228181562	0.5255953596884896	0.4191649833694577	0.444392769880562	0.3284520379138139	0.4795963389592449	0.5173202775180831	0.396515522833487	0.477344375239222	0.5363963578362827	0.1950602298743877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4637675668180273	0.3377999335056375	0.0	0.3844090598821579	0.0	0.0	0.0	0.0	0.0	0.0	0.1800158829202121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3818720416483497	0.2216819868415431	0.0	0.2496675301429224	0.0	0.0	0.0	0.0	0.0	0.0	0.5956002241353126	0.7298270867280316	0.5201309186748594	0.1892854901569912	0.4103172917426996	0.7713153785460705	0.53200090101682	0.3194174800111172
12|1	0.3853042054846348	0.3737962737912489	0.4891637458932047	0.4874546681129724	0.5222945571737212	0.2352550877593125	0.6533399436763202	0.5803744829035407	0.2131500554155719	0.1919649471484579	0.3527843216746056	0.3748403400268754	0.4267978215046368	0.621927647674969	0.4060714738351593	0.5288230776314193	0.2301710478267933	0.2257643999641337	0.3090530508370777	0.5097158843894262	0.3206542373248759	0.3273810561034014	0.4211357265115228	0.4731141050093783	0.4211211827791669	0.4399723059329815	0.4412876294428702	0.3890234207590566	0.4163022738331503	0.3114963880656559	0.3754973591513679	0.4290130996434277	0.0662287786242562	0.2071096224328459	0.0928521013150597	0.0312685551827703	0.0264331952053612	0.4166115157680125	0.2563120716761847	0.0343408481755402	0.1749525321483622	0.0783110197639629	0.3149259029960168	0.0573465873331539	0.0847097331213939	0.0652591831366358	0.0797327903173887	0.105732780821445	0.0237643269795445	0.0	0.0	0.0439324895509608	0.0337427099903819	0.0758541019478153	0.0584857690861031	0.001197649712121	0.0731638449783478	0.1831416995344253	0.0239529942424216	0.0571481228354503	0.0285740614177251	0.0497850137545245	0.1431584518627593	0.0207763639261917	0.0362573313588172	0.0233992104667828	0.0204398884201997	0.0449902799871758	0.021389344550389	0.0	0.0	0.0277256646734417	0.6253487670443588	0.7129648008198726	0.7271381410572977	0.9220059437384592	0.2838239831051473	0.6115265542576737	0.5098781624158141	0.7474680799421123
14|1	0.409507855673733	0.309265444969949	0.5473427344810399	0.6579355117132539	0.521383300845837	0.2569935420649255	0.6372095810903676	0.5972080580543585	0.2689229434573088	0.1895259383882271	0.4189508230418161	0.3703492523859673	0.4294686658868102	0.6012676394993497	0.45371953431527	0.5865236332296303	0.2878761829614936	0.25661629294469	0.3973373180075197	0.5119746507947137	0.335814973478343	0.2948437027621328	0.4781470234201898	0.4584386885616538	0.3297157354430339	0.3507440616561524	0.4384047930499766	0.4326200345253637	0.5365636635011236	0.2489258049648378	0.3829575900977133	0.4707611078938909	0.0528127621521398	0.0	0.0	0.0	0.0	0.0	0.1226344386172823	0.0821531855699952	0.4185367748069269	0.1873424822228696	0.3766966677319562	0.0685947651453489	0.0	0.0	0.190743766300551	0.252943221415327	0.0	0.0	0.0	0.7356940526710289	0.0296240402641792	0.0	0.0	0.0	0.0	0.0	0.0126175603456997	0.1505176933668521	0.075258846683426	0.1311246120217203	0.1885265770005783	0.0273605695127117	0.0	0.0	0.0538349241416523	0.1184961610567168	0.0	0.0	0.0	0.5111702748322925	0.5360079227688551	0.6712662981646547	0.6109439106477739	0.5261322368432108	0.3266803647096228	0.8261531797160854	0.4516243463835466	0.4605789636701169
15|1	0.4302162546678175	0.4115818868336713	0.3889514224541789	0.4075073856202901	0.5342877240329885	0.3171093211804582	0.5759849278963333	0.5474660007851437	0.2943293912554876	0.2101824345197558	0.4118724819887275	0.395945495643856	0.1691072427506787	0.6677291964858515	0.3321280527964292	0.5072343722920363	0.3242386819359788	0.2821272505908541	0.4063472345156267	0.5662287435318083	0.3887871210544862	0.337091537898166	0.4703215662510402	0.4940669278578866	0.3422257695572147	0.4200560538561954	0.3927218025606781	0.4092403026609637	0.4994636618609459	0.2336047954735728	0.3368667763566682	0.3869273739663464	0.0	0.1049288094313953	0.1881681851330027	0.0633668726624581	0.3214070310923056	0.0	0.1038851607490015	0.1043894804576385	0.0	0.2380502259431846	0.0797761100433509	0.1162149602348381	0.0	0.1322501255239914	0.1615814207446473	0.4285427081230742	0.0	0.0	0.184351082544043	0.3561231985102366	0.0	0.0160934291152233	0.0496340503607335	0.001016387525629	0.3725437510339331	0.0	0.0040655501025161	0.0727482817912566	0.0	0.0633752086665052	0.0151864588607444	0.0176318976314967	0.0	0.0198577809415464	0.0173463471040689	0.0763621598047032	0.0	0.0	0.0296902127688135	0.0941177355236937	0.5301041765006934	0.5585783734059148	0.7855157388960277	0.6838995741879245	0.2559240016638603	0.5677975934067493	0.5874217965076418	0.7463782966061454
