ID	Schneider.Xr.A	Schneider.Xr.R	Schneider.Xr.N	Schneider.Xr.D	Schneider.Xr.C	Schneider.Xr.Q	Schneider.Xr.E	Schneider.Xr.G	Schneider.Xr.H	Schneider.Xr.I	Schneider.Xr.L	Schneider.Xr.K	Schneider.Xr.M	Schneider.Xr.F	Schneider.Xr.P	Schneider.Xr.S	Schneider.Xr.T	Schneider.Xr.W	Schneider.Xr.Y	Schneider.Xr.V	Grantham.Xr.A	Grantham.Xr.R	Grantham.Xr.N	Grantham.Xr.D	Grantham.Xr.C	Grantham.Xr.Q	Grantham.Xr.E	Grantham.Xr.G	Grantham.Xr.H	Grantham.Xr.I	Grantham.Xr.L	Grantham.Xr.K	Grantham.Xr.M	Grantham.Xr.F	Grantham.Xr.P	Grantham.Xr.S	Grantham.Xr.T	Grantham.Xr.W	Grantham.Xr.Y	Grantham.Xr.V	Schneider.Xd.1	Schneider.Xd.2	Schneider.Xd.3	Schneider.Xd.4	Schneider.Xd.5	Schneider.Xd.6	Schneider.Xd.7	Schneider.Xd.8	Schneider.Xd.9	Schneider.Xd.10	Grantham.Xd.1	Grantham.Xd.2	Grantham.Xd.3	Grantham.Xd.4	Grantham.Xd.5	Grantham.Xd.6	Grantham.Xd.7	Grantham.Xd.8	Grantham.Xd.9	Grantham.Xd.10
3053|0	0.0286271080221334	0.1096152455657395	0.0	0.1220809117815792	0.0	0.0	0.2909748988367918	0.0445310569233186	0.0	0.1596311656569344	0.0701115595301832	0.0961215892597844	0.0	0.0	0.0516369439555083	0.0822468614986565	0.0716124386606321	0.1888203468879364	0.2756147614368529	0.5361759339713228	0.061376634973073	0.0459754967756704	0.0	0.0710103873722453	0.0	0.0	0.1752849043710803	0.13368679292225	0.0	0.0873769220123038	0.032517086634578	0.0455239212884353	0.0	0.0	0.0704812921737648	0.1251116868304115	0.2641211062974615	0.1024002799200575	0.1124201435612497	0.2975501076356343	0.4308781568200836	0.5336046665157346	0.6042133607050608	0.7600327694154873	0.4602912930860644	0.4960808471412649	0.6295196316054984	0.7260285230042905	0.5616813172407721	0.5425003402903381	0.1770191406052829	0.5073783966298164	0.7042149135616769	0.6976519125888653	0.3875101811570094	0.4625188307261725	0.6132598884471541	0.7440980534320293	0.5967403635143428	0.4255247909411402
1822|0	0.0	0.272912010104209	0.367314415005442	0.3039481128533714	0.0	0.0	0.0	0.1108701640386264	0.0	0.1987189923712964	0.3491172517868022	0.0	0.5027867114574127	0.0	0.0	0.2047722119356035	0.0	0.0	0.0	0.2669863140923358	0.0	0.1221442702808807	0.3401930706441775	0.1886551001344583	0.0	0.0	0.0	0.3551690990388721	0.0	0.1160682442503813	0.1727779403024319	0.0	0.3580008722434916	0.0	0.0	0.3323873968360801	0.0	0.0	0.0	0.1581017860295739	0.7555469478468093	0.5014237771502381	0.5293985370571428	0.5932752101603519	0.5502040324599603	0.0943154081727768	0.4309472629342144	0.3484557060921333	0.2752365308396242	0.0379737330357524	0.6294216021120792	0.7941904392451371	0.5793025568791497	0.6722051180047636	0.864102116029694	0.1906497321692832	0.2614260950859688	0.5197032988613811	0.3705412819899265	0.0258884368034322
1027|0	0.0	0.0	0.0	0.2120135780639234	0.0	0.1804734854265868	0.5053257591944432	0.0	0.0	0.1386128843057521	0.243520504273934	0.5007928374081658	0.0	0.0	0.0896760442605533	0.0	0.0	0.1639587908165635	0.2393251774036919	0.0	0.0	0.0	0.0	0.1677900631088419	0.0	0.1479213426917108	0.4141797595367903	0.0	0.0	0.1032312299737652	0.1536688988874338	0.3227046876637959	0.0	0.0	0.1665398669047535	0.0	0.0	0.1209805358480912	0.1328184768515982	0.0	0.7711803706587677	0.489844095040148	0.6499641951103814	0.375781318212192	0.6947816324723841	0.5391419243260139	0.4453620095900205	0.3507502749612857	0.2914321632307229	0.2841130605856307	0.4209747185789884	0.6189494490148353	0.5794521338633118	0.4753381972132566	0.6710581368006074	0.7134816831009457	0.2626734319151531	0.4470356395912859	0.5281352745125204	0.4160315127759999
1311|0	0.0722811611455426	0.1383848697294113	0.1862532816011056	0.3082445509499804	0.0	0.0	0.0	0.0281093404454887	0.0	0.2015279713161852	0.4425652190092238	0.0	0.5098938191847652	0.1486980321740283	0.1303791589505203	0.4153335115166464	0.0452039218810748	0.0	0.0	0.1353801405848564	0.1108024257762309	0.0414994775393476	0.1155832742851928	0.1281941113195029	0.0	0.0	0.0	0.0603357489235464	0.0	0.0788701997109428	0.1467566639922421	0.0	0.2432672301790517	0.0875589498694104	0.1272389427690616	0.4517249406015015	0.1192035832906922	0.0	0.0	0.0537163266289705	0.5108207762685744	0.4676151656461167	0.4420212375376344	0.6617820270149104	0.4624266719834123	0.5741169734162106	0.6607991069719537	0.6037279051232056	0.481040782975164	0.6211827031792888	0.1891357194343154	0.5584154046140903	0.3736450894101347	0.6592005333546265	0.5167122237400933	0.5291049003928702	0.6913211063743945	0.6917949583104557	0.3941057366454582	0.6418149114392888
2612|0	0.075484976650511	0.3612967229204786	0.1945088372948407	0.080476822599236	0.0	0.0	0.0959066203421512	0.0880658060922628	0.0	0.105230283853604	0.0462181634796547	0.1267284127211691	0.0	0.0776444879187282	0.0	0.108435724890614	0.0	0.0	0.2725315522901166	0.1413807773565489	0.1624801840826823	0.1521366229730777	0.1694907990612415	0.046995818592396	0.0	0.0	0.0580031870874464	0.2654282211743954	0.0	0.0578274549401648	0.0215203319004727	0.0602569293213581	0.0	0.0641980272236964	0.0	0.1656018606756339	0.0	0.0	0.1116021937446985	0.0787693823287477	0.4562271933140269	0.4218403467524076	0.5600897146112214	0.5391412352957964	0.6893663076912825	0.6888970754790954	0.7055225406749053	0.575410806960317	0.6598329539646259	0.8369572327037734	0.315127066319559	0.2222159445362432	0.4945316052038155	0.441173349745888	0.6528917036315325	0.6024129652445096	0.6755026414062751	0.6216329868661686	0.7016306490344588	0.7213591878947185
1532|0	0.0504163045265434	0.3860952770305234	0.2598243308615818	0.0	0.0	0.0	0.2562235608639483	0.0784253625968453	0.0	0.1405663026363801	0.0	0.1692834397365529	0.0	0.0	0.0	0.1448481213143403	0.0	0.0	0.0	0.5665680755318044	0.1527654463763116	0.2288645276949212	0.3187137892715865	0.0	0.0	0.0	0.2181406382984739	0.3327442536454607	0.0	0.1087398690075941	0.0	0.1133082998029943	0.0	0.0	0.0	0.3114009540263361	0.0	0.0	0.0	0.4443584275894495	0.7194993477060876	0.6691678690535965	0.7227031427627391	0.3384571255392668	0.3017351314201191	0.7663736946162776	0.4909497079912523	0.433736534672146	0.0462639227052755	0.385680098661293	0.596270733424007	0.5929639487362213	0.5807269528565042	0.4491976207414664	0.5143434087564028	0.8233943011572703	0.3300328221023674	0.5359863888706611	0.2449119951191237	0.3992835054262846
2729|0	0.1484747802594751	0.1137041121015666	0.0	0.0	0.0	0.323388043841022	0.6036576818365744	0.0	0.0	0.0	0.2909074402302766	0.1994142311895943	0.4189549340895788	0.0	0.0	0.0	0.0742837249627991	0.0	0.0	0.0	0.4127642286982085	0.0618379957583277	0.0	0.0	0.0	0.2526019588034831	0.4715236564331684	0.0	0.0	0.0	0.1749446210613906	0.1224612347430435	0.3624902972257705	0.0	0.0	0.0	0.3552483604603546	0.0	0.0	0.0	0.5650363087064452	0.4046060841131553	0.4533305448342782	0.6424145801830614	0.4773500509341326	0.8044805425862696	0.5677112136641143	0.6331061129135652	0.4169147115832445	0.7625025804470744	0.3309321548870414	0.3575917812226997	0.4209822995384181	0.4925364697779543	0.4203643549056652	0.7615155710217286	0.653432332469991	0.6171633370542838	0.6056280293905568	0.7038324707871589
3902|0	0.0	0.1667335686300409	0.2244080178066471	0.3713896908755166	0.0	0.0	0.2212980640349311	0.0338676522475129	0.0	0.3642176840071701	0.0	0.1462086365537828	0.3071738126476985	0.0	0.0	0.1251040642705803	0.0	0.0	0.2096160643727416	0.3262266171942984	0.0	0.0743422720409664	0.2070561782891909	0.2296472645644355	0.0	0.0	0.1417176426500898	0.1080856176084824	0.0	0.211932421460375	0.0	0.0736120755216582	0.2178947745483803	0.0	0.0	0.202305308482771	0.0	0.0	0.0908915561727833	0.192455134573972	0.7415939144839403	0.4794714907225676	0.5798789313650743	0.733886719855836	0.5606055467724342	0.4025338351397222	0.56302856457814	0.3057791564126607	0.3893859140436294	0.3654316791577589	0.3484336953233727	0.4852401020434788	0.6749503864187156	0.7190043616996026	0.4797748038808311	0.5753518909903084	0.5518822688214571	0.4977620121013038	0.3509901586761339	0.5088573988347537
1971|0	0.0	0.0	0.2481356572357936	0.2053291721408022	0.0	0.0	0.2446968744745529	0.0748972539538292	0.1390678115925231	0.2684853398773133	0.1179213708822028	0.1616679140051098	0.0	0.1981027320753133	0.0868487202424822	0.1383318631573863	0.0602228576547635	0.0	0.0	0.1803599908249782	0.0	0.0	0.2276640180327934	0.126251772376378	0.0	0.0	0.1558224836295036	0.2376862762523783	0.0599626740564527	0.1553503885426995	0.0578132294731897	0.080938521262512	0.0	0.1724645928684825	0.125311076105932	0.2224403047477468	0.2347949294887072	0.0	0.0	0.1058048824965677	0.6665320825185825	0.5079092185688487	0.4483206192286634	0.726276917588025	0.5353758279302675	0.319301937518175	0.5606930326839935	0.4307074400498994	0.2865370309330721	0.5063399777106957	0.6084876070710105	0.4113883250797573	0.3955961495480583	0.8501945331266063	0.3990232573677767	0.5239691107137725	0.5283334543661865	0.5806548889282701	0.3586476904153675	0.4525557991845307
2623|0	0.0	0.1029679428851118	0.1385853619659932	0.0	0.0	0.0976176997545063	0.1366647796563088	0.0209152992461437	0.0	0.1499507907245379	0.2634393790765329	0.3611702829052868	0.3793963729846246	0.110641651171564	0.0	0.1545184721990954	0.0	0.2660548164658878	0.0	0.1007322159624596	0.0	0.043332084158712	0.1206874029658975	0.0	0.0	0.0590023938265278	0.082603351357139	0.0630001606081696	0.0	0.0823530881382445	0.12258992145497	0.1716258900370563	0.2540098506344022	0.0914255313453611	0.0	0.2358365008833449	0.0	0.1447689919161366	0.0	0.0560884262693781	0.5657152069444571	0.3680137679598547	0.3786478113761919	0.7655396848015845	0.5428062794760653	0.5328098342139851	0.6734369318085375	0.6907697340584757	0.6176150255944526	0.7038111547632439	0.0481648088403312	0.2671421211087501	0.3160648708207776	0.6184337897711311	0.621976686019315	0.6178698313459042	0.6733098021417065	0.7790216433585161	0.7636373563035839	0.7653893325272949
