ID	Schneider.Xr.A	Schneider.Xr.R	Schneider.Xr.N	Schneider.Xr.D	Schneider.Xr.C	Schneider.Xr.Q	Schneider.Xr.E	Schneider.Xr.G	Schneider.Xr.H	Schneider.Xr.I	Schneider.Xr.L	Schneider.Xr.K	Schneider.Xr.M	Schneider.Xr.F	Schneider.Xr.P	Schneider.Xr.S	Schneider.Xr.T	Schneider.Xr.W	Schneider.Xr.Y	Schneider.Xr.V	Grantham.Xr.A	Grantham.Xr.R	Grantham.Xr.N	Grantham.Xr.D	Grantham.Xr.C	Grantham.Xr.Q	Grantham.Xr.E	Grantham.Xr.G	Grantham.Xr.H	Grantham.Xr.I	Grantham.Xr.L	Grantham.Xr.K	Grantham.Xr.M	Grantham.Xr.F	Grantham.Xr.P	Grantham.Xr.S	Grantham.Xr.T	Grantham.Xr.W	Grantham.Xr.Y	Grantham.Xr.V	Schneider.Xd.1	Schneider.Xd.2	Schneider.Xd.3	Schneider.Xd.4	Grantham.Xd.1	Grantham.Xd.2	Grantham.Xd.3	Grantham.Xd.4
41|1	0.0871548695866778	0.0	0.0	0.0	0.0	0.0	0.0	0.0677871207896383	0.0724751412219099	0.1878651757909875	0.1492151189982613	0.3395979059010147	0.0	0.4198445207778397	0.0	0.0973230381252623	0.0	0.1155397983435637	0.0	0.0	0.0515725780408784	0.0	0.0	0.0	0.0	0.0	0.0	0.1171632575746857	0.037656249895728	0.1218669658840468	0.0876081216688742	0.1525731686811663	0.0	0.2320766011840356	0.0	0.0744224835232943	0.0	0.0413035619781975	0.0	0.0	0.6324177127457745	0.64680156551122	0.5306215825932449	0.6802170803728863	0.2567907723252907	0.4990946949240698	0.494784485616251	0.7394202189096909
42|1	0.2487735653812147	0.0	0.0	0.0	0.2124979268480146	0.0	0.2165851256697566	0.1289937005680372	0.1379146445003501	0.1787465225757794	0.0	0.0	0.0	0.2663106588561389	0.0	0.1851982897645171	0.0	0.0	0.0	0.0	0.0824061994106804	0.0	0.0	0.0	0.4430619371155982	0.0	0.0124918556489838	0.1248076546887838	0.0401131577522474	0.0649091298367593	0.0	0.0	0.0	0.0824061994107098	0.0	0.0792782295143686	0.0	0.0	0.0	0.0	0.3462694934679606	0.3920410039315328	0.6089265472372081	0.4219454789243881	0.3708453302545866	0.4731943089484678	0.5675922376534054	0.5295986029477091
43|1	0.2629986292708227	0.0	0.0	0.0	0.0	0.0	0.0	0.068184829810954	0.0	0.5669021588244593	0.7504528423394028	0.113863445584177	0.3421778797003965	0.0	0.1583119528776199	0.5873642114273437	0.0	0.0	0.0	0.0	0.095794702105335	0.0	0.0	0.0	0.0	0.0	0.0	0.0725425525438563	0.0	0.2263646716301416	0.2712162883223722	0.0314889591809697	0.1099042769201203	0.0	0.0309789920129311	0.2764755965234954	0.0	0.0	0.0	0.0	0.5561383391251127	0.3844673947700862	0.2307988950412886	0.4930196089098284	0.4504470125890709	0.576203433280238	0.1305438945389561	0.7521958834009456
53|1	0.1000067577277583	0.0	0.0	0.0	0.2562719474077814	0.7464873755580432	0.0	0.0777830337882564	0.0	0.4311356831789432	0.3424368672856978	0.0	0.0	0.0	0.5417913638813475	0.4466973120965	0.2153076055613189	0.0	0.3609238243137418	0.5114837920168517	0.0214175366790328	0.0	0.0	0.0	0.3454580610603961	0.1580638226580028	0.0	0.0486566400568883	0.0	0.1012200790007108	0.072765420326167	0.0	0.0	0.0	0.062335840586274	0.1236274261365372	0.0869752153063145	0.0	0.0711298411139323	0.1177780366564341	0.3288080699058267	0.3097436939143269	0.4018376977643699	0.4136904751731644	0.2778687244477799	0.556085166669506	0.5652561524654872	0.5416196239883244
55|1	0.0	0.2739399966835924	0.0	0.0	0.0	0.0	0.0	0.0908439861442896	0.0	0.0	0.3999372165359349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.843056828674425	0.0	0.0	0.2870557212570621	0.0	0.0	0.0	0.0	0.0	0.3257092783008526	0.0	0.0	0.4870943104986178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9522913702130508	0.0	0.3369067409589967	0.3552898148110021	0.1885255912920027	0.2088503038044561	0.5361964390010598	0.8130773339157494	0.213182651796304	0.1712837685090583
56|1	0.114237478995205	0.0	0.0	0.0	0.0	0.1421184558308234	0.0994564623715481	0.1184684967357681	0.0	0.1641617515665388	0.2607765403229055	0.1978333196535358	0.0	0.2445811173760236	0.0	0.1700870886703904	0.0819817867867677	0.0	0.1374274723552535	0.0973777843859556	0.0539964977972458	0.0	0.0	0.0	0.0	0.0664167015709492	0.0081852634978631	0.163559933589387	0.0	0.0850631557168372	0.1223009573024023	0.0709973924521699	0.0	0.1079929955945302	0.0	0.1038938035234117	0.0730920816911684	0.0	0.0597759734088512	0.0494890518315998	0.5594782194756974	0.7189274035434704	0.747589332958717	0.546361155698158	0.2243759042110711	0.6241123252664533	0.5639369273064326	0.5174636229576066
57|1	0.1147797589233785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1965108257010302	0.2981586376455001	0.0	0.3686131986177084	0.0	0.0	0.0	0.0	0.0	0.0	0.2011497494087389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.341700034966183	0.3967231658445533	0.0	0.6034492482264322	0.0	0.0	0.0	0.0	0.0	0.0	0.4658325084436011	0.2040401373329619	0.2353556620922473	0.2391929675951188	0.5215442317301393	0.4275148908581366	0.5964261506763398	0.3460514423394905
58|1	0.0	0.1359773360014644	0.0858798806842936	0.0	0.4457021309108274	0.0	0.1514249314749676	0.2254640318537009	0.0	0.1249701698061053	0.0992596881265394	0.0	0.0	0.0	0.3140902568977629	0.3884427185406086	0.187228956525801	0.1537169212714835	0.0	0.2965201853398271	0.0	0.021703294699452	0.000693491003413	0.0	0.5245224254006228	0.0	0.0049295278108035	0.1231287852817069	0.0	0.0256143978682134	0.0184137618314755	0.0	0.0	0.0	0.0315489779891426	0.0938541674264709	0.0660289280009501	0.0173626357595641	0.0	0.0596089930147901	0.537956012675878	0.443724750712905	0.61881477074888	0.6541152403171409	0.2552939120092666	0.4431086298782821	0.6295522324272032	0.6740902672717937
59|1	0.1386689988450671	0.4065408467982835	0.0	0.049102286037083	0.0	0.0	0.0	0.0539268328841927	0.0	0.074726392134866	0.2374108441922249	0.2251342057559058	0.0	0.1113332692385196	0.0	0.0	0.0	0.0	0.0	0.265958072394224	0.0916204925072421	0.2293038298222275	0.0	0.0026041198396042	0.0	0.0	0.0	0.1040723168253966	0.0	0.054125234081809	0.1556388988073153	0.112938159103329	0.0	0.0687153693804561	0.0	0.0	0.0	0.0	0.0	0.1889377246093818	0.7007680414576377	0.9330809467046526	0.552679298128552	0.3710197173836242	0.3803100271836611	0.5854043009221381	0.492369161724852	0.4298896302389315
60|1	0.1591698928065607	0.0	0.0	0.0	0.0	0.0	0.0	0.1237988055162138	0.0	0.0	0.0	0.0	0.621270345594885	0.0	0.0	0.0	0.1713408637390517	0.0	0.0	0.4070365953130894	0.290539806668791	0.0	0.0	0.0	0.0	0.0	0.0	0.6600521342457045	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5899315738025898	0.0	0.0	0.7988595633756926	0.1147647413768345	0.1286388422416313	0.0467408185444378	0.017529337737375	0.4899664635916111	0.7863848286411703	0.3168876022384975	0.1616152932786644
61|1	0.0	0.0	0.0366106760091012	0.0	0.0	0.0	0.0	0.0384462137400764	0.0	0.4261992318683272	0.0846290016662721	0.3210111676048769	0.0	0.0	0.0	0.0	0.0	0.1310593437472263	0.0	0.3792205234498118	0.0	0.0	0.0011745552931882	0.0	0.0	0.0	0.0	0.0834165494777625	0.0	0.3470617666256421	0.0623742235161652	0.181045484988518	0.0	0.0	0.0	0.0	0.0	0.0588136706452682	0.0	0.3028765676377901	0.585179521865175	0.6600074430651465	0.4541777067664267	0.6808785091165593	0.3421429524720743	0.5484164803281568	0.3809493903689194	0.6686065020700243
63|1	0.0939059843699894	0.2202460173400749	0.0	0.0	0.0	0.3504744749968573	0.0	0.073037987843325	0.1561782952822584	0.0	0.3215469818007435	0.0	0.0	0.0	0.0	0.0	0.0	0.2489792836319244	0.0	0.0	0.0698472629664591	0.1398485815783478	0.0	0.0	0.0	0.257740317015202	0.0	0.1586799258966554	0.10199939924325	0.0	0.2373039217606341	0.0	0.0	0.0	0.0	0.0	0.0	0.1118788652626942	0.0	0.0	0.4587425803384559	0.3838043037244076	0.3434563826311718	0.3476653424471329	0.4634197619990373	0.5481236826115339	0.2969365331180583	0.5871283413196285
64|1	0.2515485154215185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5024463786575903	0.4900778893639387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1072119120308669	0.1822433647234139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3611802897839797	0.2695758936554333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0835151508958168	0.6546814556196766	0.8893984635046078	0.4779267961619766	0.4149186686677294	0.3648435714925804	0.6315138413031655	0.3382883313576248	0.5570271211603552
65|1	0.0	0.288740241199742	0.0182361106579709	0.0697484940343069	0.0	0.0918936793201502	0.1929254059099923	0.0383008173883346	0.0	0.1592202849401269	0.1686179013876813	0.1918782982351393	0.0	0.3162919078528541	0.0444635354694561	0.1099781748359309	0.0265046787239375	0.0	0.0	0.125928794243611	0.0	0.137355598896732	0.0004388959069228	0.0031197947321246	0.0	0.0506291521928997	0.0187187683927485	0.0623405000134765	0.0	0.0972648901917125	0.0932294684039089	0.0811814883020072	0.0	0.1646451473920878	0.0133111241903989	0.0791977780598907	0.0278588821825553	0.0	0.0	0.0754505622170288	0.7289084645205669	0.8055582022737088	0.6610349440918541	0.6114775142160822	0.2658763138774374	0.6356251887458998	0.5130317305811245	0.4970353539256686
