#	alphatic	aromatic	postivecharge	negativecharge	uncharge
1775|0	0.24444444444444444	0.08888888888888889	0.17777777777777778	0.1111111111111111	0.37777777777777777
1030|0	0.27419354838709675	0.14516129032258066	0.14516129032258066	0.06451612903225806	0.3709677419354839
5115|0	0.3870967741935484	0.0967741935483871	0.0	0.16129032258064516	0.3548387096774194
2194|0	0.5416666666666666	0.0	0.20833333333333334	0.0	0.25
2160|0	0.19230769230769232	0.0	0.23076923076923078	0.19230769230769232	0.38461538461538464
4034|0	0.3870967741935484	0.0967741935483871	0.1935483870967742	0.06451612903225806	0.25806451612903225
1077|0	0.5135135135135135	0.05405405405405406	0.1891891891891892	0.05405405405405406	0.1891891891891892
4100|0	0.5151515151515151	0.09090909090909091	0.15151515151515152	0.030303030303030304	0.21212121212121213
2006|0	0.5714285714285714	0.09523809523809523	0.19047619047619047	0.047619047619047616	0.09523809523809523
1401|0	0.3225806451612903	0.06451612903225806	0.12903225806451613	0.06451612903225806	0.41935483870967744
4578|0	0.4166666666666667	0.16666666666666666	0.08333333333333333	0.25	0.08333333333333333
1568|0	0.5	0.0	0.1111111111111111	0.05555555555555555	0.3333333333333333
4980|0	0.3333333333333333	0.09523809523809523	0.09523809523809523	0.14285714285714285	0.3333333333333333
1832|0	0.45714285714285713	0.05714285714285714	0.14285714285714285	0.05714285714285714	0.2857142857142857
5084|0	0.4117647058823529	0.058823529411764705	0.08823529411764706	0.08823529411764706	0.35294117647058826
1699|0	0.3181818181818182	0.0	0.18181818181818182	0.18181818181818182	0.3181818181818182
2340|0	0.48	0.0	0.08	0.12	0.32
2701|0	0.5517241379310345	0.06896551724137931	0.10344827586206896	0.06896551724137931	0.20689655172413793
4434|0	0.38235294117647056	0.08823529411764706	0.2647058823529412	0.058823529411764705	0.20588235294117646
3939|0	0.3142857142857143	0.02857142857142857	0.2857142857142857	0.02857142857142857	0.34285714285714286
5044|0	0.4166666666666667	0.125	0.20833333333333334	0.041666666666666664	0.20833333333333334
2590|0	0.41379310344827586	0.0	0.10344827586206896	0.10344827586206896	0.3793103448275862
1242|0	0.41935483870967744	0.0967741935483871	0.0967741935483871	0.16129032258064516	0.22580645161290322
5209|0	0.45	0.05	0.25	0.0	0.25
4537|0	0.5789473684210527	0.05263157894736842	0.05263157894736842	0.15789473684210525	0.15789473684210525
2020|0	0.2857142857142857	0.09523809523809523	0.14285714285714285	0.23809523809523808	0.23809523809523808
1486|0	0.41935483870967744	0.06451612903225806	0.0967741935483871	0.0967741935483871	0.3225806451612903
2944|0	0.4166666666666667	0.125	0.16666666666666666	0.0	0.2916666666666667
5192|0	0.25	0.25	0.2222222222222222	0.1111111111111111	0.16666666666666666
3889|0	0.4473684210526316	0.05263157894736842	0.13157894736842105	0.07894736842105263	0.2894736842105263
5152|0	0.4722222222222222	0.0	0.19444444444444445	0.2222222222222222	0.1111111111111111
4163|0	0.32142857142857145	0.07142857142857142	0.21428571428571427	0.14285714285714285	0.25
3309|0	0.5	0.08333333333333333	0.19444444444444445	0.08333333333333333	0.1388888888888889
2770|0	0.5238095238095238	0.047619047619047616	0.14285714285714285	0.09523809523809523	0.19047619047619047
2301|0	0.3508771929824561	0.017543859649122806	0.12280701754385964	0.07017543859649122	0.43859649122807015
2158|0	0.5714285714285714	0.047619047619047616	0.14285714285714285	0.047619047619047616	0.19047619047619047
4112|0	0.5	0.0	0.125	0.125	0.25
3124|0	0.09523809523809523	0.19047619047619047	0.42857142857142855	0.09523809523809523	0.19047619047619047
842|0	0.26666666666666666	0.0	0.13333333333333333	0.06666666666666667	0.5333333333333333
3221|0	0.3870967741935484	0.03225806451612903	0.22580645161290322	0.16129032258064516	0.1935483870967742
