protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
3053|0	-0.9581495995140159	0.09771852368356065	0.16359071267764078	-0.14028692457979572	-0.12326363079836603	0.094820007472252	-0.6001514760038424	0.3276803513548737	0.2664581715044513	0.301485747544881	
1822|0	-0.9620392056712748	0.5722307899230821	0.4824554674982816	-0.2169052001040274	-0.29711084530265147	1.4351871311986615	0.23940342270125592	0.5477865550472019	0.5474251301872693	1.5066304700790614	
1027|0	1.3361757088018176	0.8684546178720074	-2.0652018814690845	-0.25457556839378437	0.049125808080402435	0.6068658358683586	0.6262617758841674	0.4260475411106846	-0.29033385037242326	-0.07213640574280646	
1311|0	-0.2885299852287982	-1.3069299755652906	-0.6003275937910286	0.2862643042884255	-0.5386724429980285	0.019970888177014284	-0.14214966419859573	-0.25183218011718933	-0.7334377783039308	0.4444339287298688	
2612|0	-1.0274499240452213	0.6062884671398528	-0.16034550213625112	0.4648726739842842	-0.30840605863358345	-0.40369985092828353	-0.1987794820896936	-0.23494559601462886	0.4613441913353371	0.09502420923436702	
1532|0	-0.09295658238664468	0.6905608501197887	0.0985683814224495	1.036495988412425	-0.1792735573314291	0.06157596236743566	-0.019834651984627867	0.7467690515147152	0.01882900759152786	0.6636347989966029	
2729|0	-0.18858544552142584	1.4429546566021643	-0.7142640343434558	-0.23245183343636155	-0.8513277729707764	0.7249487148854065	0.11795027517190333	-0.9077168665275457	0.4039381923813243	0.449175418307935	
3902|0	-0.44852780806709486	0.34965563652275006	-0.7130081451234516	-0.4850404643492022	0.5287170040087585	0.7792842314989115	-0.3245278046698022	0.5127718227865261	0.3581367265499998	-0.3301036212347318	
1971|0	-0.9709821939504909	-0.4282363123074696	0.0799977791887909	0.21552420872226305	0.2432290363652809	0.2031349148539194	0.3385693482775101	-0.3740234729847881	0.13665138425233198	-0.06281527781215247	
2623|0	0.48453987376366897	-0.312362371053978	-1.69812085834829	0.039340417994667455	0.2932666343521921	-0.2350202366899021	-0.12646688383562535	0.3661400021086984	1.0064256782620158	0.10419349276319874	
3964|0	-0.08741911887189609	-0.01663879987401253	-0.6168492584311409	0.6680505326677143	0.16128018444633474	0.2484601390682177	-0.14394698942607181	-0.8646557018362062	-0.26720614985627755	0.002600856448781163	
3711|0	0.3362080574609353	0.09689594083309339	-0.3507486335773581	-0.890927678460474	1.0395716698346016	0.3523139578013141	0.44788832809968093	-0.23194144459501048	0.061777220666580694	0.2149052238992592	
3039|0	0.18611355599460885	0.48231431835551847	-0.9443935807113709	1.374907741756243	0.703561495947998	-0.19246072025166025	1.2122735007161924	0.25148820831988	-0.16203649918696403	0.4860662826318684	
4739|0	-1.0768942297930966	0.06270528699306305	0.08928683654543178	0.28637061248685547	-0.6627985988403114	0.0005529697163324884	0.1539884380031585	0.481212270340924	-0.1829256753095329	-0.0625905048478865	
1542|0	-0.6390424412135416	0.027830158178402228	1.197248954255999	-0.2949945679861525	-0.4711576421254975	-0.4171111150257859	-0.03893975165016213	-0.3535498632227416	0.13087121512247893	-0.25873605415045975	
5267|0	-0.7624412000654215	0.27982478822398543	0.18338075369773946	0.535031573484369	0.12270299889867918	0.7504390509448615	-0.26214450886100144	-0.19170434638304118	0.11562923037655068	0.1192331099795623	
4824|0	-1.4001393536640938	-0.29063204819152766	-0.08773797414975484	1.3191726673833635	0.5009585809147689	-0.0745772445508118	0.15419878632512857	-0.476809946285124	-0.2358192511391244	0.6483102369146676	
1381|0	-1.060273161724583	0.32771861872259556	0.1749755136770742	0.8189894453677602	0.6097186455011286	-0.09410506941765767	-0.5135882656248031	0.36852223958950164	-0.5370996882208213	0.2805742801047666	
1141|0	0.9178668024661574	0.23467348539127014	0.32434270960774925	-0.7448131730084038	0.026177706158721236	-0.7139687155035963	-0.4366185210055538	0.33669403280435567	-0.46762360611846393	-0.47047135405505197	
2076|0	-0.22373385326209927	-0.42173779521363125	-0.6482202484174033	0.1934081740108258	-0.27399826369053926	1.1553875969860172	-0.3061379701211119	0.047327292809552626	-0.41471471586038455	0.8906920362162848	
1080|0	-0.4202079753578903	0.6123982281670685	-0.5164408744246651	-0.4162273760313443	-0.7090928787759396	0.1410173986757437	-0.7200930113589801	0.19132015815648282	-0.28633237806111184	-0.1661838940073061	
909|0	-0.6535623500008797	0.259624482886119	-0.5337834647217905	0.2623860429088603	0.15091083888505552	-0.03312815819313333	-0.40457296673426596	-0.4368448831019254	0.10202105483553868	-0.251454111126592	
3307|0	-0.2039279584211724	1.431263928010463	1.8587020296238002	-2.2831239105131265	1.3225209501089998	1.1766121596033863	-0.30505945735198303	-0.5776638236316287	0.002101251600862924	0.5533463470766684	
952|0	-0.9585005230340773	0.09652998650977776	-0.5346345681730975	0.8084779810681189	0.680378240323582	0.7757390419828637	-0.7349844413972101	0.7334980319969427	0.3520315927690065	-0.39781943776949863	
2968|0	-1.31897406234295	-0.030207647552511208	0.15961931575652716	0.24923445464024366	-0.3806617839113421	0.05936085114878145	1.586826593045462	-0.16875700654816136	0.8340221006691563	-0.19600406885546756	
4834|0	-1.4451095329524353	1.076474686269224	-0.22259275408106532	0.5494776539026209	0.033972799433370615	-0.06897032167826701	-0.08560177589708243	0.36805387694003733	-0.551324392766618	-0.17290745860725215	
977|0	-1.3223743185709114	0.33343646744181693	0.3951201488269702	0.06412801850543379	0.09473224000813234	0.6546007675923504	0.0027382048739857294	0.5758669512524289	0.5014837582756054	-0.035028367174617915	
3326|0	0.081465484663346	0.03147890278791288	0.9788045247547336	0.35378633443855123	0.9769403500337688	0.2658470836851178	0.5356811556109943	-0.45502372578233924	0.5559093202716755	-0.01795890580062949	
