ID	Xc1.A	Xc1.R	Xc1.N	Xc1.D	Xc1.C	Xc1.Q	Xc1.E	Xc1.G	Xc1.H	Xc1.I	Xc1.L	Xc1.K	Xc1.M	Xc1.F	Xc1.P	Xc1.S	Xc1.T	Xc1.W	Xc1.Y	Xc1.V	Xc2.lambda1	Xc2.lambda2	Xc2.lambda3	Xc2.lambda4	Xc2.lambda5	Xc2.lambda6	Xc2.lambda7	Xc2.lambda8	Xc2.lambda9	Xc2.lambda10
2701|0	0.1122323877776993	0.0810855788709162	0.0	0.090331024693948	0.0	0.0783902452402559	0.0574861798428543	0.160365988064358	0.0	0.0915758132771762	0.4061832173257726	0.1677519478929574	0.5598117674264612	0.0	0.1131700509261318	0.0	0.2458020753718552	0.4310392478674812	0.0	0.2220043798892831	0.4799578196913586	0.4639463035500847	0.5615308926755553	0.5614221362849904	0.5681428700220054	0.3938186855894578	0.4413246896801869	0.5419333653720949	0.3498484578305873	0.2977099597640275
4434|0	0.1187783455720356	0.0	0.3158131582350373	0.09559958474933	0.0838188240332844	0.0	0.0608390632168969	0.0424298349288397	0.1141995372657961	0.4845848783428428	0.2579243202878821	0.6213763006483803	0.2962314038010895	0.1466275377519816	0.0	0.0	0.1734256597936222	0.0	0.3298107005207099	0.1174763964089621	0.3898545255784854	0.3785319208970341	0.4881474433245194	0.4977921836832216	0.6016371700515699	0.5161127986551536	0.3427869048383352	0.4141151413640887	0.3248254232714103	0.3609204621518646
3939|0	0.1038885147109956	0.4503438189375104	0.1381117062088086	0.0	0.0	0.1451247061048286	0.0532123922384371	0.1113327309526274	0.0499418486176479	0.2543029355392815	0.2255914107365688	0.2329207421969133	0.0	0.1282465843367509	0.1047564676586138	0.1397866774459299	0.3033706880149648	0.0	0.0	0.0	0.3348395335009595	0.2944015593750849	0.4915822718052227	0.6613759655549746	0.6395839122567777	0.531260746859071	0.5542418430455769	0.549073303894076	0.4650151271724609	0.4044905302473132
5044|0	0.1848020546265565	0.0	0.0	0.0	0.0	0.0860516806240337	0.0631045657909581	0.0440098214566661	0.1184520574716036	0.2010518684528097	0.2675288109001386	0.2762206636789159	0.0	0.0	0.062115337492911	0.1657729940811471	0.0899418102418074	0.0	0.5131381044290341	0.1218509390857141	0.4908750466256424	0.456044738245788	0.5442086334224847	0.3618960082975244	0.4173464661915889	0.3687285162320246	0.3083929415720374	0.3676831095849798	0.3680870211530379	0.4257277171754428
2590|0	0.0	0.0936301700464463	0.0861436661987135	0.2086119213881004	0.0914523110948821	0.181035693252241	0.0663797541924884	0.0	0.0	0.7402032965755057	0.093804605548338	0.1937045233634492	0.6464191500881239	0.0	0.0653391839826855	0.4359419346656877	0.0946098777583866	0.0	0.0	0.2563502429103958	0.4448564898533885	0.3132758466387987	0.4234217802263096	0.5157464886360328	0.4010971754601362	0.3811123339797698	0.382300610962426	0.2768716992098014	0.3601542917278894	0.347204259060951
1242|0	0.0536931944297128	0.2327533346462585	0.0	0.3457227538656053	0.0	0.0750054910604738	0.0550040267776808	0.0767208320837623	0.0	0.1752434584957661	0.4663739206224215	0.0	0.2678200354429481	0.2651291649282155	0.2165671306943249	0.0722466123581365	0.0783962567044921	0.0	0.1490893814253248	0.1062093088249489	0.6480293083626527	0.4490920301640595	0.4850921720191268	0.4988628901973437	0.7276844899520621	0.5194235179061033	0.3936786043880261	0.4751999351584166	0.3961441667187635	0.280476806283053
5209|0	0.1880904795782606	0.271782962453232	0.0625129186042669	0.0	0.0	0.0656871831449483	0.0	0.0671894187594309	0.0	0.0767360428577455	0.0680723253387165	0.0702839549129757	0.0	0.1160954202650672	0.0	0.1265421075303609	0.068656696986017	0.0	0.0	0.0930143943042498	0.6003415689084836	0.4873662604697073	0.4890539629928052	0.7777520450411172	0.4495548493958485	0.498300852304892	0.697316778265875	0.414449893886022	0.5624300306210017	0.3916209866166913
4537|0	0.0	0.0	0.1639596803333648	0.0992642449928395	0.0	0.0	0.1263424666986168	0.1762252645940119	0.0	0.0	0.3570819264651303	0.092170826745798	0.0	0.1522482745952673	0.0	0.0829740634521104	0.0	0.0	0.0	0.3659390098165738	0.3880540452848955	0.3151294314049356	0.4987638842493775	0.3916521680503108	0.2999289640113277	0.4671230119160299	0.4217948764596138	0.5994436772787675	0.3726755553399268	0.351882469820711
2020|0	0.1116713549205011	0.0806802442354131	0.074229193696844	0.1797589469255647	0.0788036034898572	0.0	0.1715964451804362	0.0	0.0	0.0	0.3233222147216957	0.1669133810898224	0.0	0.1378542168655675	0.1126043308316247	0.0751294198095309	0.0	0.0	0.1550383936442806	0.0	0.5190354701891227	0.4912120995862017	0.6133299265154086	0.5026144178272433	0.551837471654235	0.3554629287972309	0.3904830127909162	0.6185662861975317	0.4631717154469628	0.1970370810824439
1486|0	0.1860065342663233	0.0895905825606052	0.1648541540578347	0.1996115520988146	0.0	0.1732250749377645	0.0635158608105136	0.0442966631479094	0.0596120447132792	0.4047245181797005	0.2692724766100865	0.0926736600187048	0.3092649954923603	0.1530788573394179	0.0625201850444096	0.0834267242490789	0.3621120867411352	0.0	0.1721608571898048	0.1226451238447083	0.5190028112183576	0.3054278858046305	0.447455665059994	0.3563238707924855	0.5351033073968696	0.3744352634562801	0.4697341987819727	0.4666604521815643	0.2641840054069621	0.3983861269033432
2944|0	0.1917201303171246	0.0	0.0849590043273272	0.0	0.1803892877308301	0.0	0.0	0.0	0.0	0.3128673853072111	0.2775437675355227	0.3820813337731825	0.0	0.4733430241093945	0.1288812575476828	0.0859893578903162	0.0933087871526265	0.0	0.0	0.1264124360953943	0.4168010859808946	0.4427642379971827	0.3499352403844154	0.1619147545995991	0.5524584738847722	0.4837452752429367	0.3535971634522405	0.2489342640204804	0.4284207404575147	0.4108210345375469
5192|0	0.0490275169162642	0.2125282016257083	0.1955348201287686	0.0789202819068242	0.0	0.0	0.1506733329212998	0.0	0.0471375461424725	0.0800078270358162	0.0	0.2931225691945034	0.2445477766345643	0.6052268242080937	0.0	0.065968733042473	0.1431680063953999	0.3765897604932873	0.272268478249473	0.581881417977065	0.6392159720238132	0.4720696616116259	0.5401669019936064	0.5217813872680845	0.6776178687662553	0.5661818452490562	0.4458256056064406	0.4861193019247138	0.4482147324239924	0.4205061670071652
3889|0	0.3164971092994714	0.0	0.0	0.2037879350999568	0.0893375484686368	0.2652740782629679	0.0648447746865032	0.1356703871065852	0.0608592807954907	0.4131923877999638	0.3665417918662088	0.3784505178140827	0.0	0.0	0.0	0.4258611209650089	0.1848441977826558	0.0	0.3515258032198551	0.1252111727783113	0.5456514807395239	0.3594985644978102	0.4747716344068239	0.4045160554664618	0.4444872609139353	0.3343843126446265	0.4201837879095681	0.4436971102180123	0.2718443349976644	0.3415972406588463
5152|0	0.168457538514946	0.162276116501054	0.074650401707889	0.2711684634495303	0.0	0.1568819603471646	0.2876169273031352	0.0802348892500554	0.0539878792852712	0.0916350820390825	0.325156882460992	0.3357210371882827	0.8402611246154154	0.0	0.0	0.075555736086361	0.0	0.0	0.0	0.4442961265900188	0.6043052849244007	0.4810692066441178	0.3655865780037362	0.5480613971135435	0.6288199637807139	0.350535816789053	0.507600531091713	0.4410411236125617	0.3602891074462445	0.3427436404860193
