protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
1775|0	0.7073108093852437	0.06436411201460808	-0.3083247537614336	0.2731772672730972	-0.0030890883533207167	-0.011381512062881209	-0.46008656760225786	0.38991086280227394	-0.6008830074106799	0.5900652145231592	
1030|0	0.5281707426839349	0.1920662487469679	-0.3213012931140448	0.14248351745017795	-0.05874985773827581	-0.0112937139704968	-0.08579536350082816	0.38245614840040726	-0.14517864879115416	0.023077709770934436	
5115|0	-0.10707835257583603	-0.6101298547721824	-0.55668401215754	0.20856021938261865	-0.0778465720057011	0.24268462708084365	-0.19381151009248607	0.588981934411124	0.03833844903644542	-0.1500635240816336	
2194|0	0.21122774611890335	0.3242098759903097	0.3989362898268992	0.502090345981777	-0.02754949743842113	-0.06910454570466716	-0.06955404996576912	-0.06001469387145185	-0.25450839132880954	-0.15154443954698235	
2160|0	0.09810712211441698	-0.16228328170548495	-0.2635852690346482	0.3365458822244994	0.17204765639731281	0.15877573808131945	-0.020521725735401605	0.2589022476019958	-0.0027890718693107143	0.18837435232233984	
4034|0	0.07801167804514283	-0.18532185671709644	-0.040321581444936916	0.5583107631228035	-0.42301877447740593	-0.432323689209147	-0.07607473368847399	0.36599908589344626	0.2520265085735574	0.32450713231578565	
1077|0	-0.16616314105877616	0.1922427943956822	0.44562383560486923	0.5659099145056035	-0.31054664383346264	0.20038622361060002	0.028073580006049235	-0.4103871430234182	-0.1285029103779116	0.024822581576467363	
4100|0	-0.0733399267155488	0.5797022931168025	0.20330343346914204	0.591320134439518	0.2630338207883293	0.11883673564219138	0.3690591805391202	0.38215627880661657	0.022070321529230386	0.16902751625366538	
2006|0	-0.14422945019158176	0.08097992874145302	0.23078348592899806	-0.17283115859005077	-0.017566818723922194	0.13818857289838482	0.2032038872930105	-0.13314094737662535	-0.15335151656529056	-0.21240789596321816	
1401|0	0.27173053349402104	-0.14052487577301134	0.27396115851411595	-0.17952499481726383	0.1741270969715973	-0.029657021144589922	0.23726046709333348	-0.054980617056434034	-0.33741540210463317	-0.08894852496753325	
4578|0	-0.0759550321092315	-0.26590142320035537	0.08417180459842802	-0.014961925684033808	-0.10668177263857953	0.3953881664146913	0.06456761341668364	0.4327751748570194	0.11772589139580573	0.3600216287837344	
1568|0	0.24003554142991348	-0.12088490134046949	-0.12127032993852796	-0.2905725260849441	0.06780446752654483	0.03595747139072761	-0.22328872337748168	-0.06312784572883731	0.18601922694343764	-0.2007699672808056	
4980|0	0.18482587426741717	-0.42282462681728566	-0.27580771627898776	-0.16085793931443287	0.05851205995856609	-0.09797387687652635	0.8687028659246531	0.11719968619231898	0.5226577818123324	0.3102905815852803	
1832|0	-0.009106352906064805	-0.006943825961591956	0.30993929166453965	0.4928846382912202	-0.5186637491934531	-0.30130536022771387	0.14170939260775736	0.14559026904654956	-0.1107794747736334	-0.21648431674574936	
5084|0	0.08749445362806105	-0.2898265658559355	0.18541639469853383	0.13229130813120232	0.027155666855827765	-0.2574863907931022	0.1387996973044036	0.22723637297509772	0.13739100568051044	-0.017315404084610228	
1699|0	-0.04728343872987387	-0.17385542385482777	-0.26330683261252313	0.10713784441005937	0.06596891285558244	-0.009159654404293848	-0.12278592082449623	0.36362832776254145	0.12136269421138526	-0.03685373376685959	
2340|0	-0.11052646245503323	-0.14692605859755442	0.08213193142702475	0.331760960970068	0.1267660495182604	-0.2014097710616388	-0.25826856834005674	0.18668726526249202	-0.08175872277056496	-0.09616785618410305	
2701|0	-0.016003298497202476	-0.12575464763878919	0.1269201855732886	-0.2805522167527104	-0.11784124117650562	-0.10469179128048187	0.2855363541496521	-0.4216050091623364	-0.16044635815705713	-0.5223607056086216	
4434|0	0.02713700974207414	0.10322340978390156	-0.06351963496914756	0.49816409954758906	-0.25238301695221377	-0.20634296040561304	0.2593777288391313	0.47917548105430613	0.788820969632231	0.42463285579322485	
3939|0	0.1636762933009684	0.005156114417958623	-0.184371103973259	-0.13120989921426013	-0.15849304527399255	-0.1467645033648684	0.012543010589300475	-0.1139140148730231	0.022025879566640053	-0.40849554710554625	
