ID__NMBroto0	CIDH920105.lag1__NMBroto1	CIDH920105.lag2__NMBroto2	CIDH920105.lag3__NMBroto3	CIDH920105.lag4__NMBroto4	BHAR880101.lag1__NMBroto5	BHAR880101.lag2__NMBroto6	BHAR880101.lag3__NMBroto7	BHAR880101.lag4__NMBroto8	CHAM820101.lag1__NMBroto9	CHAM820101.lag2__NMBroto10	CHAM820101.lag3__NMBroto11	CHAM820101.lag4__NMBroto12	CHAM820102.lag1__NMBroto13	CHAM820102.lag2__NMBroto14	CHAM820102.lag3__NMBroto15	CHAM820102.lag4__NMBroto16	CHOC760101.lag1__NMBroto17	CHOC760101.lag2__NMBroto18	CHOC760101.lag3__NMBroto19	CHOC760101.lag4__NMBroto20	BIGC670101.lag1__NMBroto21	BIGC670101.lag2__NMBroto22	BIGC670101.lag3__NMBroto23	BIGC670101.lag4__NMBroto24	CHAM810101.lag1__NMBroto25	CHAM810101.lag2__NMBroto26	CHAM810101.lag3__NMBroto27	CHAM810101.lag4__NMBroto28	DAYM780201.lag1__NMBroto29	DAYM780201.lag2__NMBroto30	DAYM780201.lag3__NMBroto31	DAYM780201.lag4__NMBroto32	Pc1.A__PseudoAAC1	Pc1.R__PseudoAAC2	Pc1.N__PseudoAAC3	Pc1.D__PseudoAAC4	Pc1.C__PseudoAAC5	Pc1.Q__PseudoAAC6	Pc1.E__PseudoAAC7	Pc1.G__PseudoAAC8	Pc1.H__PseudoAAC9	Pc1.I__PseudoAAC10	Pc1.L__PseudoAAC11	Pc1.K__PseudoAAC12	Pc1.M__PseudoAAC13	Pc1.F__PseudoAAC14	Pc1.P__PseudoAAC15	Pc1.S__PseudoAAC16	Pc1.T__PseudoAAC17	Pc1.W__PseudoAAC18	Pc1.Y__PseudoAAC19	Pc1.V__PseudoAAC20	Pc2.Hydrophobicity.1__PseudoAAC21	Pc2.Hydrophilicity.1__PseudoAAC22	Pc2.Hydrophobicity.2__PseudoAAC23	Pc2.Hydrophilicity.2__PseudoAAC24	Pc2.Hydrophobicity.3__PseudoAAC25	Pc2.Hydrophilicity.3__PseudoAAC26	Pc2.Hydrophobicity.4__PseudoAAC27	Pc2.Hydrophilicity.4__PseudoAAC28
16|1	0.2556723834714637	0.5148987102754149	0.297855954493782	0.3953882329123807	0.4846996270102414	0.4370427582584293	0.3626254390997575	0.6649293066966183	0.0952635366657573	0.021825280464465	0.4897236060954859	0.3791523809844251	0.3835279560782415	0.5385917224848259	0.4300521757855783	0.5221248365090612	0.0670368171881107	0.0422302384877307	0.5002602575882795	0.500680818768276	0.1391335394637143	0.2060447500426422	0.6509669455066452	0.3770994263611752	0.2408039196123767	0.431977020069172	0.4402384901185038	0.3477500171754416	0.6382986201418521	0.4262385301493218	0.4745119871951008	0.3635965085426844	0.0867060931353224	0.0	0.0	0.0	0.0	0.120460334595625	0.0	0.1203469058316468	0.2142537174819515	0.0	0.0900831970250957	0.0881901003136346	0.0	0.1380559343157989	0.0	0.0	0.0	0.1355941765105608	0.0	0.0	0.5160145879767435	0.6614161672182629	0.3889421488895493	0.3530132503978214	0.4608733159886062	0.5009516711235796	0.3937324777249655	0.5311501587258012
17|1	0.3769635112539184	0.5002358300979233	0.3108623022383213	0.4680934583720151	0.5544988903430053	0.3111164264165084	0.5470447649690942	0.5637054640386334	0.2937392277290682	0.2400580290023219	0.4260686251442859	0.4094755128287087	0.1842898248553102	0.6482837538913915	0.2624106992997134	0.5028089374835361	0.3068642012042579	0.3274860960710336	0.4315102754121885	0.5829285337756508	0.3745289615077007	0.3941969376110513	0.4927893797299094	0.5242774117087491	0.2897273514735045	0.5002856551290923	0.3568867118747132	0.4852310581305019	0.4579404683329743	0.2397786532543029	0.4021802866926218	0.3867290994360177	0.1629260671392712	0.1015471357320468	0.1428671055432236	0.0	0.638081479675422	0.0	0.0836469909993278	0.3392088263438775	0.0	0.2735162872653194	0.0	0.1657146076492385	0.0	0.1297077841358041	0.1068917218232072	0.3130702827464894	0.1192655123094678	0.0	0.2324370866254723	0.249285721923347	0.5306335442646812	0.6167291915829142	0.4559177685971464	0.3940175014835385	0.4715091449272922	0.5614618547912735	0.5029541136914099	0.5262297145227581
18|1	0.4008893395192746	0.4154633939066209	0.4654505960776784	0.6161573822663122	0.5926053248227282	0.3010196724494287	0.5637544808665383	0.5546342920363289	0.2972162533069888	0.1934626382771683	0.4125267273381253	0.3683701957208564	0.4057840925244539	0.570308687071785	0.3749896638631659	0.5068886353660621	0.3045737435896143	0.2555460525256984	0.3953517364072425	0.5138395946338087	0.3861886131779921	0.3172095616620949	0.4806273839355547	0.4639548315591217	0.3493098099005225	0.3831571910205105	0.4244843060406996	0.4388091693956537	0.6800925916021472	0.3445237777582043	0.3039291223640018	0.3523672886768657	0.3144969429048774	0.0	0.137888518160217	0.0	0.2052819398451462	0.0	0.0	0.1091293950733181	0.0	0.131992439408275	0.2450596813358396	0.2399097566865252	0.0	0.3755633057797256	0.1031667931519543	0.1007201697544321	0.0	0.0	0.0	0.2405986924968583	0.5618725191853084	0.6594662995996221	0.4120685147706334	0.3267373185162439	0.5398468429419618	0.6025902411534345	0.5493843820230089	0.556314329327379
19|1	0.3427353056979748	0.4634546713740802	0.4265909016747731	0.6678795390392573	0.5572379634840332	0.2944736561840556	0.6250403212084527	0.6037739553053982	0.2727237043761306	0.1615359880028739	0.4176599940893376	0.3901328694622303	0.3188368640853207	0.66205095727192	0.3582579737325109	0.5968189231227866	0.2844809971843716	0.2119317437216777	0.4158467464868158	0.5381091095783387	0.3534893171124445	0.2554063366326906	0.5052611524651383	0.500855871373101	0.3450957569845861	0.3653665745142372	0.4318855561570681	0.4702764101037399	0.6111366646057477	0.2472589906531402	0.2917140968221382	0.4586786733127081	0.2321076983262104	0.0	0.135687536547152	0.0	0.2020052219492551	0.0	0.0	0.1073874676437826	0.0	0.194828356832599	0.4019133827717033	0.1573868722006143	0.0	0.246379033626496	0.1015200409942257	0.0991124706896216	0.1132720054681145	0.0	0.2207563145238175	0.0	0.512374512007024	0.5936240332670646	0.4438509664238192	0.3913581367135301	0.5374204026136202	0.6001643310918173	0.5828219284485636	0.5921218545671866
20|1	0.4432689158588622	0.3038126121728348	0.5747598453728261	0.634514668056763	0.5633009334604928	0.3009164705516446	0.6323170711249343	0.5574713489849976	0.2914570181964374	0.1250310935847067	0.3755866207035251	0.364853730876252	0.4026550105981368	0.5363960339530965	0.4126504150850993	0.5517391846100793	0.2801732341293081	0.1679408390408991	0.3424021381846305	0.4991880399116051	0.4352428375878844	0.3409477306409111	0.4989828572490073	0.5110425239733847	0.5187032974573157	0.4731224073660817	0.4293794994857732	0.5073991801589304	0.5965788873332053	0.4127539752650176	0.4970210824624688	0.5454441094643759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1194823928646466	0.212714624177382	0.0722572158030705	0.2683082509619161	0.3502263440719189	0.2531313065401812	0.0	0.0	0.0	0.0	0.1346201346518771	0.0	0.0	0.3666248519774828	0.485940026255243	0.2157151147925083	0.1436958265242035	0.6827210422542295	0.7921762629779158	0.5384576342562778	0.5940324881374142
21|1	0.3121523219442016	0.4027266182452638	0.4576607513983711	0.5282155419447436	0.5543800428857616	0.2383773771386904	0.6979781132491045	0.5918386323513534	0.2641098734521647	0.1714660334497029	0.383389144817147	0.3999792128603104	0.4077094173144047	0.5946800415785333	0.410379345511211	0.547498968801248	0.2884162673191352	0.2040180445165857	0.3448284712561663	0.5663770396660639	0.3949712606510193	0.3728826297261756	0.4571432165450056	0.5437408964791604	0.3850320055407834	0.4578963099503168	0.3830391221244033	0.4379119243364557	0.6033324959794064	0.4557152152437402	0.5173641884465259	0.5284350982465837	0.2404662783704945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4163869448508242	0.8152731618850538	0.0	0.1276257739659645	0.0	0.0	0.0	0.1253500025783211	0.0	0.0	0.4392126619917316	0.57849591137173	0.2416282460851413	0.2445647280340012	0.5730136499772778	0.7429574386401278	0.6156196929464153	0.6662462428694618
23|1	0.3201833339942558	0.4346212222670564	0.3731997121483131	0.5427593858008087	0.5137093173198535	0.1898222783209097	0.6847366072477045	0.756455705533811	0.2712283635438063	0.0606085453047595	0.2713483074766255	0.4595194074588205	0.4474317728499257	0.6273025037022224	0.4376608769966739	0.6064858724300108	0.2890791828016694	0.0725027531963517	0.2372176906716219	0.6069491347064506	0.3677572517046852	0.2259385798260871	0.2881638487822862	0.5371951652224952	0.4353593883841055	0.4366431568965978	0.3282883500572908	0.3804886985595532	0.4329056328529543	0.375313016499487	0.31572659684285	0.441080396304804	0.4998383941960805	0.31153490752422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0865510886968445	0.2541966575287929	0.2449658937333663	0.1326428436233639	0.0546552469340736	0.0	0.0	0.2605552197414073	0.0	0.0	0.4079390677229449	0.5560989414614117	0.2074795305129697	0.2423747806694385	0.5127509221786695	0.6160526280160847	0.7234291008412859	0.639737255704442
24|1	0.3204029065348729	0.1860784744235245	0.6008333040945104	0.7505715747131587	0.5747028701446916	0.2024300983858093	0.7447707047308465	0.6079352274407741	0.325218336568929	0.1542887568377755	0.4435515689963856	0.4625950218403677	0.4433827654589146	0.5473073449981077	0.4451276358313035	0.5972422753398633	0.3766763547653862	0.2138334992531692	0.4412909773702763	0.6434810529768006	0.3880843112709758	0.1652798297154834	0.4912587401905878	0.6448802389259276	0.4223400680885891	0.167641350663078	0.3746924234582788	0.6682229671764106	0.4744685823943317	0.3025312036931494	0.3559076019147699	0.4662679084388286	0.075678345555882	0.0	0.0	0.0	0.0	0.0	0.0	0.2100810772754854	0.0	0.1270469512108994	0.3145037247891651	0.0769736087142904	0.0	0.2409944751376398	0.0496506716404378	0.2908391696549544	0.0	0.0	0.0	0.1157919744649336	0.5395859154940861	0.6224508321991136	0.4405735978263733	0.3516741971539577	0.6320374689719066	0.6742741005788508	0.5528084263784679	0.5581782789817168
25|1	0.4328364585703919	0.3390217015695045	0.6324645003303948	0.6377729422090184	0.5059589006682408	0.0288280442753419	0.766913518736601	0.5766660917533594	0.6634698631175624	0.5657809192686762	0.7538543433118651	0.5002317993638915	0.3800739679907501	0.5002428840676932	0.4531284238661627	0.5394706794803238	0.6260501512935963	0.6152639607044607	0.7238266592062912	0.6522945346356582	0.6957614457914412	0.6788159375671201	0.709613369544297	0.6284259059658112	0.4233508868578471	0.4558620817445544	0.3953525002547973	0.4141224658045143	0.8827338483491614	0.573031840115506	0.6244389157590732	0.5477893739520331	0.0	0.4133163350033571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0861211165428126	0.0843112828790591	0.0	0.0	0.0	0.0	0.0	0.518521645031739	0.0	0.1268300925122842	0.3735234691866259	0.476881041469999	0.0193748425349551	0.0	0.9852645143246788	0.8288005496834229	0.7008600007331659	0.6153268507324701
28|1	0.4075090340401283	0.3762647966084236	0.4412488871019948	0.4575615429279666	0.6270629462514186	0.2559482463688484	0.6341486550744639	0.5385910119315546	0.2823187871340939	0.2023565080563602	0.3696638117651905	0.3418450116332278	0.3882795423856028	0.5634565998792008	0.3713891369335675	0.4045273592690906	0.297470718535999	0.2830149254821357	0.333781329181905	0.4923484620192414	0.3903759004492838	0.3633919210685855	0.4235954363156715	0.4324814793666008	0.4742520593580964	0.4325499686773879	0.3334803154823723	0.3929363134632561	0.4930472863258379	0.2736711819687409	0.4942149143756715	0.4233247851083236	0.1666536812717223	0.1038704505024275	0.146135787166957	0.1148467498450169	0.6526802580235187	0.2315311125396106	0.0	0.4626261929528617	0.2059034691413903	0.139887057242887	0.0865723264772621	0.339012042580484	0.0	0.132675391331651	0.0546686581591723	0.3202330727831425	0.2439884178649011	0.0	0.7132651667783166	0.1274945868898069	0.4239921803704478	0.5920480231439024	0.4350590407461867	0.3719258936689125	0.5069183214476266	0.6220827225748857	0.4871314731047161	0.5231081422290711
29|1	0.0944224696978154	0.647124549346092	0.4298511366913166	0.3890947161496174	0.4990349764073753	0.3235586841805157	0.5478723582718513	0.5607017307695005	0.138632400292446	0.2790205312313298	0.3282729619639058	0.419114789592509	0.3436699002452962	0.4635804119357366	0.4638070440067591	0.5003068796400973	0.1473624636572906	0.3605873332275738	0.2747614020258226	0.5743989821201365	0.27082688561487	0.495744467137515	0.3742041158759502	0.5516714516706791	0.4031568017147092	0.4582221892807052	0.3712548681695066	0.4031831818077727	0.4879245637499834	0.4161575287814886	0.4160161762374784	0.4511738269522054	0.0954670757797772	0.1190037698984502	0.0	0.131579252097514	0.0	0.0	0.0	0.0	0.0	0.0801338931880092	0.0991854099971659	0.1942020608984875	0.0	0.3040108455262671	0.0	0.0	0.139768054326495	0.0	0.2723945818189578	0.1460698053021149	0.1808436753523743	0.3993545078187385	0.5362139696074111	0.4277038735142737	0.4625761006018234	0.5922134324397921	0.314802553951462	0.4197516107556677
30|1	0.4435158308607677	0.2171909495003365	0.5637581239262998	0.7673895688616336	0.6339140238319114	0.1766100202916609	0.6049108715564014	0.6244446594526734	0.2203067262180799	0.1833313618214455	0.370760881344217	0.3491645983503565	0.4253080629302502	0.5475278079923591	0.4444335157028448	0.6198630959135049	0.2277748017740198	0.2525767388820298	0.3367065865189648	0.4963280430366749	0.3080106312956409	0.2481800849958955	0.4232357749813856	0.4724716741214472	0.262878699699296	0.1929874312894108	0.4463489886870073	0.4642743185166528	0.3909855828371796	0.4989417427437488	0.4104874908660706	0.4051931375950832	0.0	0.0971796189783423	0.0	0.0	0.0	0.0	0.0	0.2164130267226937	0.0	0.1308762102899285	0.3239830254103834	0.0	0.0	0.124129084980824	0.051147167883338	0.0998684028896882	0.0	0.0	0.0	0.1192820028778352	0.5273723115609893	0.6371275494883004	0.358360076849627	0.3037459358460481	0.5968351432146166	0.6465785437152889	0.5785520622795596	0.591130811601766
31|1	0.3772446315626758	0.5118681007685687	0.3344266055879854	0.4617286588371526	0.7057442883700229	0.5279436136605651	0.6454170902490497	0.6658954414983642	0.2690199231568128	0.1504963919527221	0.4056110569277136	0.4189072336302064	0.3450024781445348	0.5338526676905699	0.3591021017940693	0.3951342031518565	0.2792192092194986	0.1810993932621986	0.3750395690777709	0.585392531083283	0.410740763700756	0.3423868738635813	0.5106893626727682	0.5622786916142141	0.4080792301608303	0.441863023877063	0.378736638592655	0.3929795955756064	0.5367809870589972	0.4399257665564799	0.1730169224166927	0.3332031274348676	0.1674549490475667	0.0	0.1468384052925273	0.0	0.2186061108234797	0.0	0.0	0.0	0.620680347484875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1225807548023724	0.0	0.0	0.0	0.4676012170380805	0.6146676726968975	0.4013709583828259	0.3733017787876517	0.5001754147290893	0.6098163422082159	0.4656755188622251	0.5210931190987721
32|1	0.3562406032794287	0.5391276592388526	0.3354215150395794	0.4868050630373806	0.5120645626917372	0.2968810895970149	0.5545168915492318	0.5629604389533214	0.3290863781810288	0.2995692930840882	0.4421597299526499	0.4293483710116451	0.2171521899853989	0.5324103983768291	0.2594965113294153	0.5041538990480182	0.4028054465694718	0.4238920987160436	0.4549907581112824	0.6017991473023951	0.4617089738275984	0.513221454374325	0.525378500634579	0.559633625020438	0.4775041244998909	0.5370392003160238	0.4208874495127493	0.4344439508095358	0.2442060719381982	0.4337091708144939	0.43315034247217	0.355403510157099	0.0838804921430519	0.1045606006513401	0.2942135248075452	0.0	0.6570168848032081	0.0	0.0861292596636656	0.5821250458890554	0.0	0.0704082569099997	0.0871475420820947	0.0	0.0	0.0	0.165095685238958	0.2149072058939236	0.4912191176705834	0.1311753977853288	0.0	0.1283417037329701	0.5107367081411381	0.6063183991780821	0.4319006602552447	0.3745359537675777	0.4440964248560336	0.5847898159346057	0.4579531220485395	0.5276129934042073
