ID__QSOrder0	Schneider.Xr.A__QSOrder1	Schneider.Xr.R__QSOrder2	Schneider.Xr.N__QSOrder3	Schneider.Xr.D__QSOrder4	Schneider.Xr.C__QSOrder5	Schneider.Xr.Q__QSOrder6	Schneider.Xr.E__QSOrder7	Schneider.Xr.G__QSOrder8	Schneider.Xr.H__QSOrder9	Schneider.Xr.I__QSOrder10	Schneider.Xr.L__QSOrder11	Schneider.Xr.K__QSOrder12	Schneider.Xr.M__QSOrder13	Schneider.Xr.F__QSOrder14	Schneider.Xr.P__QSOrder15	Schneider.Xr.S__QSOrder16	Schneider.Xr.T__QSOrder17	Schneider.Xr.W__QSOrder18	Schneider.Xr.Y__QSOrder19	Schneider.Xr.V__QSOrder20	Grantham.Xr.A__QSOrder21	Grantham.Xr.R__QSOrder22	Grantham.Xr.N__QSOrder23	Grantham.Xr.D__QSOrder24	Grantham.Xr.C__QSOrder25	Grantham.Xr.Q__QSOrder26	Grantham.Xr.E__QSOrder27	Grantham.Xr.G__QSOrder28	Grantham.Xr.H__QSOrder29	Grantham.Xr.I__QSOrder30	Grantham.Xr.L__QSOrder31	Grantham.Xr.K__QSOrder32	Grantham.Xr.M__QSOrder33	Grantham.Xr.F__QSOrder34	Grantham.Xr.P__QSOrder35	Grantham.Xr.S__QSOrder36	Grantham.Xr.T__QSOrder37	Grantham.Xr.W__QSOrder38	Grantham.Xr.Y__QSOrder39	Grantham.Xr.V__QSOrder40	Schneider.Xd.1__QSOrder41	Schneider.Xd.2__QSOrder42	Schneider.Xd.3__QSOrder43	Schneider.Xd.4__QSOrder44	Grantham.Xd.1__QSOrder45	Grantham.Xd.2__QSOrder46	Grantham.Xd.3__QSOrder47	Grantham.Xd.4__QSOrder48	Pc1.A__APseudoAAC1	Pc1.R__APseudoAAC2	Pc1.N__APseudoAAC3	Pc1.D__APseudoAAC4	Pc1.C__APseudoAAC5	Pc1.Q__APseudoAAC6	Pc1.E__APseudoAAC7	Pc1.G__APseudoAAC8	Pc1.H__APseudoAAC9	Pc1.I__APseudoAAC10	Pc1.L__APseudoAAC11	Pc1.K__APseudoAAC12	Pc1.M__APseudoAAC13	Pc1.F__APseudoAAC14	Pc1.P__APseudoAAC15	Pc1.S__APseudoAAC16	Pc1.T__APseudoAAC17	Pc1.W__APseudoAAC18	Pc1.Y__APseudoAAC19	Pc1.V__APseudoAAC20	Pc2.Hydrophobicity.1__APseudoAAC21	Pc2.Hydrophilicity.1__APseudoAAC22	Pc2.Hydrophobicity.2__APseudoAAC23	Pc2.Hydrophilicity.2__APseudoAAC24	Pc2.Hydrophobicity.3__APseudoAAC25	Pc2.Hydrophilicity.3__APseudoAAC26	Pc2.Hydrophobicity.4__APseudoAAC27	Pc2.Hydrophilicity.4__APseudoAAC28
16|1	0.0928040473167116	0.0	0.0	0.0	0.0	0.2918914981157544	0.0	0.0721809256907757	0.2451548014163226	0.0	0.1654854525291462	0.1205366197641636	0.0	0.2743361622606241	0.0	0.0	0.0	0.2460576434406925	0.0	0.0	0.0722942342301391	0.0	0.0	0.0	0.0	0.1961918430265604	0.0	0.1836609942972774	0.0612203314324258	0.0	0.1150196292837083	0.0667704811154257	0.0	0.1503994198540759	0.0	0.0	0.0	0.1084538806752391	0.0	0.0	0.4530954902512419	0.4083563196036479	0.3750100376121982	0.3450437137632346	0.4955882342005126	0.6339466623751474	0.3701934352335299	0.6090512903467011	0.0867060931353224	0.0	0.0	0.0	0.0	0.120460334595625	0.0	0.1203469058316468	0.2142537174819515	0.0	0.0900831970250957	0.0881901003136346	0.0	0.1380559343157989	0.0	0.0	0.0	0.1355941765105608	0.0	0.0	0.5160145879767435	0.6614161672182629	0.3889421488895493	0.3530132503978214	0.4608733159886062	0.5009516711235796	0.3937324777249655	0.5311501587258012
17|1	0.0960910547053839	0.1126854281058556	0.2020780814393764	0.0	0.3451662998096679	0.0	0.1115646301171531	0.1121062304896146	0.0	0.3408633817724074	0.0	0.1248058814098143	0.0	0.1420264090718364	0.1735259522073169	0.3451662998096679	0.0517193422088499	0.0	0.1979788084018593	0.1912243896600694	0.0203738468756864	0.0171752638394117	0.0529705573784681	0.0	0.3975869387388246	0.0	0.0043388450754109	0.0776385768802241	0.0	0.090180567645078	0.0	0.0188171514996761	0.0	0.0211926634463303	0.0185124056550868	0.0611215406270594	0.0193723280124125	0.0	0.0316860523696764	0.0502222654977338	0.6340646599498009	0.4780754952535741	0.7649318185745306	0.605895081378066	0.2904426301876363	0.5251609819221406	0.6157236527410952	0.722864800293475	0.1629260671392712	0.1015471357320468	0.1428671055432236	0.0	0.638081479675422	0.0	0.0836469909993278	0.3392088263438775	0.0	0.2735162872653194	0.0	0.1657146076492385	0.0	0.1297077841358041	0.1068917218232072	0.3130702827464894	0.1192655123094678	0.0	0.2324370866254723	0.249285721923347	0.5306335442646812	0.6167291915829142	0.4559177685971464	0.3940175014835385	0.4715091449272922	0.5614618547912735	0.5029541136914099	0.5262297145227581
18|1	0.2299835313618828	0.0	0.2418259999474123	0.0	0.1376863586673589	0.0	0.0	0.0447190199870327	0.0	0.2039548959378306	0.3075749107562263	0.2240320191304437	0.0	0.5098872398445766	0.2076577855968523	0.1376863586673589	0.0	0.0	0.0	0.2288374321178066	0.077132787814966	0.0	0.1002698898161862	0.0	0.2508689135542413	0.0	0.0	0.0489882929595778	0.0	0.0853530341084226	0.0920383010613354	0.0534295031307514	0.0	0.1203490845013557	0.0350428042885317	0.038566393907483	0.0	0.0	0.0	0.0950675484080143	0.5011921520328044	0.6146539123146447	0.5696529477711848	0.5878889393555263	0.3444946496879891	0.697741542417736	0.437404774758994	0.6369899595785887	0.3144969429048774	0.0	0.137888518160217	0.0	0.2052819398451462	0.0	0.0	0.1091293950733181	0.0	0.131992439408275	0.2450596813358396	0.2399097566865252	0.0	0.3755633057797256	0.1031667931519543	0.1007201697544321	0.0	0.0	0.0	0.2405986924968583	0.5618725191853084	0.6594662995996221	0.4120685147706334	0.3267373185162439	0.5398468429419618	0.6025902411534345	0.5493843820230089	0.556314329327379
19|1	0.1941590322225141	0.0	0.2722090684087606	0.0	0.1549853011404339	0.0	0.0	0.0503375268725036	0.0	0.3443697466321797	0.5770311431984628	0.1681196321170132	0.0	0.382633051813533	0.2337479525668769	0.1549853011404339	0.0696684858699456	0.0	0.266687146947771	0.0	0.0595133538577021	0.0	0.1031536670366208	0.0	0.2580839415107805	0.0	0.0	0.0503972036860559	0.0	0.1317117004485472	0.157808894237039	0.0366440958230176	0.0	0.0825402282684132	0.036050640648307	0.0396755692384681	0.0377252340246074	0.0	0.0617047027180264	0.0	0.6416772991761023	0.5677936561382151	0.5435272416846941	0.3333366054505212	0.4063464286924935	0.7170816841719928	0.4119234335460672	0.5584639411313502	0.2321076983262104	0.0	0.135687536547152	0.0	0.2020052219492551	0.0	0.0	0.1073874676437826	0.0	0.194828356832599	0.4019133827717033	0.1573868722006143	0.0	0.246379033626496	0.1015200409942257	0.0991124706896216	0.1132720054681145	0.0	0.2207563145238175	0.0	0.512374512007024	0.5936240332670646	0.4438509664238192	0.3913581367135301	0.5374204026136202	0.6001643310918173	0.5828219284485636	0.5921218545671866
20|1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0505324228739055	0.1716279747894821	0.1152343572345994	0.3475591696831516	0.3375411098387875	0.2493000774905067	0.0	0.0	0.0	0.0	0.1722600364391102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1678184606204614	0.0559394868734871	0.1461963045454592	0.3152942278469641	0.2440435302780711	0.2129431110926442	0.0	0.0	0.0	0.0	0.0990986865386018	0.0	0.0	0.6636973368653623	0.7205799081786814	0.2622443665318987	0.3906722940321608	0.3814734628508182	0.8937966473167301	0.3345745628407362	0.4425611083756048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1194823928646466	0.212714624177382	0.0722572158030705	0.2683082509619161	0.3502263440719189	0.2531313065401812	0.0	0.0	0.0	0.0	0.1346201346518771	0.0	0.0	0.3666248519774828	0.485940026255243	0.2157151147925083	0.1436958265242035	0.6827210422542295	0.7921762629779158	0.5384576342562778	0.5940324881374142
21|1	0.1285539135230733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3820559406056502	0.5565653166197466	0.0	0.126671872255559	0.0	0.0	0.0	0.1136145600367939	0.0	0.0	0.1136497931849667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3013600650985099	0.3498873481145465	0.0	0.0788115545846613	0.0	0.0	0.0	0.056831462149575	0.0	0.0	0.6919422210480076	0.8567712058695214	0.5545212353274268	0.3530093079056208	0.3984433608388776	0.7452084902025805	0.5162266739313053	0.3932503055369963	0.2404662783704945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4163869448508242	0.8152731618850538	0.0	0.1276257739659645	0.0	0.0	0.0	0.1253500025783211	0.0	0.0	0.4392126619917316	0.57849591137173	0.2416282460851413	0.2445647280340012	0.5730136499772778	0.7429574386401278	0.6156196929464153	0.6662462428694618
23|1	0.2578570171408059	0.302387443406661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0766338437513345	0.1674561300249768	0.16490564645168	0.1270409831965058	0.0776084804318934	0.0	0.0	0.2278912461859394	0.0	0.0	0.2003749818033834	0.1689172005802151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0531325362485362	0.0925325102408428	0.1076538030486307	0.0694759901150836	0.0303446453428661	0.0	0.0	0.1001990665794603	0.0	0.0	0.6199264496504591	0.8161154507192795	0.7067008679649104	0.3369880510855366	0.2732073698343873	0.7272495406572469	0.6407546567986169	0.4270391125789255	0.4998383941960805	0.31153490752422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0865510886968445	0.2541966575287929	0.2449658937333663	0.1326428436233639	0.0546552469340736	0.0	0.0	0.2605552197414073	0.0	0.0	0.4079390677229449	0.5560989414614117	0.2074795305129697	0.2423747806694385	0.5127509221786695	0.6160526280160847	0.7234291008412859	0.639737255704442
24|1	0.090431883703157	0.0	0.0	0.0	0.0	0.0	0.0	0.1406718190937998	0.0	0.3207886290104385	0.6450219200724542	0.1174555840575029	0.0	0.5346477150173975	0.1633063429015774	0.6496762633803834	0.0	0.0	0.0	0.1799624514473944	0.0360368374036718	0.0	0.0	0.0	0.0	0.0	0.0	0.1831006707344978	0.0	0.1595095159508018	0.229337441518931	0.0332833869387388	0.0	0.1499405726225499	0.0327443588151882	0.216221024422031	0.0	0.0	0.0	0.0888321006253214	0.4081637329401204	0.5584724145290307	0.3729967401032611	0.2533297108976696	0.4083998624339688	0.9489322324990448	0.4273470453832216	0.2066692904334793	0.075678345555882	0.0	0.0	0.0	0.0	0.0	0.0	0.2100810772754854	0.0	0.1270469512108994	0.3145037247891651	0.0769736087142904	0.0	0.2409944751376398	0.0496506716404378	0.2908391696549544	0.0	0.0	0.0	0.1157919744649336	0.5395859154940861	0.6224508321991136	0.4405735978263733	0.3516741971539577	0.6320374689719066	0.6742741005788508	0.5528084263784679	0.5581782789817168
25|1	0.0	0.5911001594228413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1123515829930154	0.0818348672475956	0.0	0.0	0.0	0.0	0.0	0.6682150080406322	0.0	0.1253852972757718	0.0	0.5706751992413838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1346284774686769	0.0781536879261535	0.0	0.0	0.0	0.0	0.0	0.5077735312415396	0.0	0.2085892365123316	0.6459398145118065	0.7778474144360188	0.2876483259892948	0.3523441591457599	0.4485174449337204	0.7833812606147804	0.3006118893587128	0.5520308266570874	0.0	0.4133163350033571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0861211165428126	0.0843112828790591	0.0	0.0	0.0	0.0	0.0	0.518521645031739	0.0	0.1268300925122842	0.3735234691866259	0.476881041469999	0.0193748425349551	0.0	0.9852645143246788	0.8288005496834229	0.7008600007331659	0.6153268507324701
28|1	0.0698733433514685	0.0819400685411199	0.1469426182438232	0.0494838921487341	0.2509903076191912	0.2197688081384347	0.0	0.1086918674356176	0.0922900784443436	0.1239307039742152	0.0622980472219123	0.181507097216657	0.0	0.1032755866451793	0.0630903598474761	0.2509903076191912	0.0752162283399016	0.0	0.4318854017637075	0.0695251367406647	0.0181463833031568	0.0152974999205845	0.0471793100162465	0.0009661202706566	0.3541189364338131	0.0492455922996488	0.0	0.0922005146288106	0.0076833762190675	0.0401605832459834	0.0144353854950927	0.0335197614736358	0.0	0.0188756790241142	0.0082442263096034	0.0544391499094706	0.0345087200991223	0.0	0.0846654912799345	0.0223657438292217	0.6605352194179575	0.5446237462224499	0.7446960098094351	0.7978053233958169	0.2873495295629562	0.5829272136909123	0.5124773666590486	0.7798380181165573	0.1666536812717223	0.1038704505024275	0.146135787166957	0.1148467498450169	0.6526802580235187	0.2315311125396106	0.0	0.4626261929528617	0.2059034691413903	0.139887057242887	0.0865723264772621	0.339012042580484	0.0	0.132675391331651	0.0546686581591723	0.3202330727831425	0.2439884178649011	0.0	0.7132651667783166	0.1274945868898069	0.4239921803704478	0.5920480231439024	0.4350590407461867	0.3719258936689125	0.5069183214476266	0.6220827225748857	0.4871314731047161	0.5231081422290711
